"id","store_type","store_sqft","grocery_sqft","frozen_sqft","meat_sqft","coffee_bar","video_store","salad_bar","prepared_food","florist"
1368,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1369,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1370,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1371,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1372,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1373,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1374,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1375,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1376,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1377,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1378,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1379,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1380,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1381,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1382,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1383,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1384,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1385,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1386,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1387,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1388,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1389,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1390,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1391,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1392,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1393,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1394,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1395,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
1396,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1397,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1398,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1399,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1400,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1401,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1402,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1403,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1404,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1405,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1406,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1407,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1408,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1409,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1410,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1411,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1412,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1413,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1414,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1415,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1416,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1417,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1418,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1419,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1420,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1421,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1422,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1423,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1424,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1425,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1426,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1427,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1428,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1429,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1430,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1431,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1432,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1433,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1434,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1435,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1436,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1437,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1438,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1439,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1440,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1441,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1442,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1443,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1444,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1445,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1446,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1447,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1448,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1449,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1450,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1451,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1452,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1453,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1454,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1455,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1456,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1457,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1458,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1459,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1460,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1461,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1462,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1463,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1464,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1465,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1466,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1467,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1468,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1469,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1470,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1471,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1472,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1473,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1474,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1475,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1476,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1477,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1478,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1479,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1480,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1481,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1482,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1483,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1484,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1485,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1486,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1487,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1488,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1489,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1490,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1491,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1492,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1493,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1494,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1495,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1496,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1497,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1498,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1499,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1500,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1501,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1502,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1503,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1504,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
1505,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1506,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1507,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1508,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1509,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1510,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1511,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1512,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1513,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1514,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1515,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1516,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1517,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1518,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1519,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1520,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1521,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1522,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1523,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1524,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1525,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1526,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1527,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1528,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1529,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1530,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1531,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1532,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1533,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1534,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1535,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1536,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1537,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1538,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1539,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1540,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1541,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1542,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1543,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1544,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1545,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1546,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1547,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1548,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1549,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1550,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1551,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
1552,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1553,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1554,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1555,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1556,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1557,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1558,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1559,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1560,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1561,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1562,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1563,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1564,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1565,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1566,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1567,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1568,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1569,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1570,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1571,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1572,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1573,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1574,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1575,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1576,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1577,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1578,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1579,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1580,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1581,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1582,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1583,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1584,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1585,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1586,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1587,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1588,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1589,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1590,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1591,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1592,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1593,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1594,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1595,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1596,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1597,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1598,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1599,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1600,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1601,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1602,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1603,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1604,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1605,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1606,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1607,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1608,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1609,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1610,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1611,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1612,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
1613,"Small Grocery",28206,22271,3561,2374,1,0,0,0,0
1614,"Small Grocery",28206,22271,3561,2374,1,0,0,0,0
1615,"Small Grocery",28206,22271,3561,2374,1,0,0,0,0
1616,"Small Grocery",28206,22271,3561,2374,1,0,0,0,0
1617,"Small Grocery",28206,22271,3561,2374,1,0,0,0,0
1618,"Small Grocery",28206,22271,3561,2374,1,0,0,0,0
1619,"Small Grocery",28206,22271,3561,2374,1,0,0,0,0
1620,"Small Grocery",28206,22271,3561,2374,1,0,0,0,0
1621,"Small Grocery",28206,22271,3561,2374,1,0,0,0,0
1622,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1623,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1624,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1625,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1626,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1627,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1628,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1629,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1630,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1631,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1632,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1633,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1634,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1635,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1636,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1637,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1638,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1639,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1640,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1641,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1642,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1643,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1644,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1645,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1646,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1647,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1648,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1649,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1650,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1651,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1652,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1653,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1654,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
1655,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1656,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1657,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1658,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1659,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1660,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1661,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1662,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1663,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1664,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1665,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1666,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1667,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1668,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1669,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1670,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1671,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1672,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1673,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1674,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1675,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1676,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1677,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1678,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1679,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1680,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1681,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1682,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1683,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1684,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1685,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1686,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1687,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1688,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1689,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1690,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1691,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1692,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1693,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1694,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1695,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1696,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1697,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1698,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1699,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1700,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1701,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1702,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1703,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1704,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1705,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1706,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1707,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1708,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1709,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1710,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1711,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1712,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1713,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1714,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
1715,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
1716,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1717,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
1718,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
1719,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1720,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1721,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1722,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1723,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1724,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1725,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1726,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
1727,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1728,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1729,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1730,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1731,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1732,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1733,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1734,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
1735,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1736,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1737,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1738,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1739,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
1740,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1741,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1742,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
1743,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1744,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1745,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1746,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1747,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
1748,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1749,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1750,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1751,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1752,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1753,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1754,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1755,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
29169,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
1756,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1757,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1758,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1759,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1760,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1761,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1762,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1763,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1764,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1765,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1766,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
1767,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
1768,"Mid-Size Grocery",36509,22450,8435,5624,0,0,0,0,0
1769,"Mid-Size Grocery",36509,22450,8435,5624,0,0,0,0,0
1770,"Mid-Size Grocery",36509,22450,8435,5624,0,0,0,0,0
1771,"Mid-Size Grocery",36509,22450,8435,5624,0,0,0,0,0
1772,"Mid-Size Grocery",36509,22450,8435,5624,0,0,0,0,0
1773,"Mid-Size Grocery",36509,22450,8435,5624,0,0,0,0,0
1774,"Mid-Size Grocery",36509,22450,8435,5624,0,0,0,0,0
1775,"Mid-Size Grocery",36509,22450,8435,5624,0,0,0,0,0
