"store_city","store_state","id"
"Beverly Hills","CA",21522
"Beverly Hills","CA",29919
"Los Angeles","CA",25627
"Los Angeles","CA",46814
"Beverly Hills","CA",59746
"Beverly Hills","CA",535
"Beverly Hills","CA",25772
"Los Angeles","CA",13581
"San Francisco","CA",20748
"Beverly Hills","CA",39255
"Los Angeles","CA",55961
"Los Angeles","CA",40691
"Beverly Hills","CA",60297
"Beverly Hills","CA",21503
"San Francisco","CA",58925
"Beverly Hills","CA",14441
"Los Angeles","CA",44860
"San Francisco","CA",21943
"Los Angeles","CA",35941
"Los Angeles","CA",53653
"Los Angeles","CA",59163
"Beverly Hills","CA",24327
"Los Angeles","CA",9058
"Los Angeles","CA",3575
"Los Angeles","CA",33488
"Los Angeles","CA",51893
"Los Angeles","CA",42907
"Los Angeles","CA",50754
"Los Angeles","CA",23138
"Beverly Hills","CA",49687
"Los Angeles","CA",50772
"Los Angeles","CA",46353
"Los Angeles","CA",23105
"Beverly Hills","CA",21515
"Beverly Hills","CA",38775
"Los Angeles","CA",16175
"Beverly Hills","CA",36457
"Los Angeles","CA",39834
"Los Angeles","CA",511
"Los Angeles","CA",35943
"Beverly Hills","CA",18432
"Los Angeles","CA",18233
"Beverly Hills","CA",19477
"Beverly Hills","CA",20238
"San Francisco","CA",51694
"Los Angeles","CA",39839
"Beverly Hills","CA",29908
"Los Angeles","CA",48631
"Beverly Hills","CA",37916
"Beverly Hills","CA",44568
"Beverly Hills","CA",50780
"Los Angeles","CA",16163
"Los Angeles","CA",58093
"Beverly Hills","CA",57364
"Los Angeles","CA",7816
"Beverly Hills","CA",59019
"Beverly Hills","CA",39843
"Beverly Hills","CA",47914
"Beverly Hills","CA",1071
"Beverly Hills","CA",28016
"Beverly Hills","CA",48674
"Beverly Hills","CA",25769
"Los Angeles","CA",48617
"Los Angeles","CA",58516
"San Francisco","CA",15864
"Los Angeles","CA",47830
"Los Angeles","CA",36434
"Los Angeles","CA",25548
"Beverly Hills","CA",42162
"Beverly Hills","CA",23212
"Beverly Hills","CA",25871
"Beverly Hills","CA",28561
"Beverly Hills","CA",552
"Los Angeles","CA",45471
"Los Angeles","CA",25645
"Los Angeles","CA",7829
"Los Angeles","CA",19439
"Los Angeles","CA",3588
"San Francisco","CA",47510
"Beverly Hills","CA",3983
"Los Angeles","CA",39814
"Los Angeles","CA",29871
"Los Angeles","CA",3841
"Los Angeles","CA",46386
"Los Angeles","CA",55689
"Los Angeles","CA",6954
"Los Angeles","CA",32202
"Los Angeles","CA",6977
"Los Angeles","CA",45477
"Los Angeles","CA",1489
"Los Angeles","CA",31190
"Los Angeles","CA",28485
"Beverly Hills","CA",23194
"Beverly Hills","CA",18391
"Beverly Hills","CA",18373
"Beverly Hills","CA",37266
"Beverly Hills","CA",27538
"San Francisco","CA",44977
"Beverly Hills","CA",42988
"Los Angeles","CA",1481
"Los Angeles","CA",3791
"Beverly Hills","CA",3970
"Beverly Hills","CA",34372
"San Francisco","CA",6612
"Beverly Hills","CA",42947
"Los Angeles","CA",10763
"Beverly Hills","CA",50803
"Beverly Hills","CA",30623
"Los Angeles","CA",16203
"San Francisco","CA",59461
"Beverly Hills","CA",10908
"Los Angeles","CA",43828
"San Francisco","CA",6582
"Los Angeles","CA",28510
"Beverly Hills","CA",33529
"Los Angeles","CA",3846
"Los Angeles","CA",39786
"Beverly Hills","CA",55199
"Los Angeles","CA",20140
"Los Angeles","CA",38723
"Beverly Hills","CA",55186
"Beverly Hills","CA",9188
"Los Angeles","CA",34284
"Los Angeles","CA",32249
"Beverly Hills","CA",18344
"Los Angeles","CA",47848
"Beverly Hills","CA",32324
"Los Angeles","CA",54495
"Beverly Hills","CA",37259
"Beverly Hills","CA",41474
"Los Angeles","CA",9037
"Los Angeles","CA",40681
"Los Angeles","CA",39836
"Beverly Hills","CA",17320
"Beverly Hills","CA",28532
"Los Angeles","CA",20170
"San Francisco","CA",31551
"Los Angeles","CA",43839
"Beverly Hills","CA",4180
"Beverly Hills","CA",19470
"Beverly Hills","CA",526
"Beverly Hills","CA",31249
"Los Angeles","CA",45385
"Los Angeles","CA",17283
"Beverly Hills","CA",16253
"Beverly Hills","CA",55993
"Beverly Hills","CA",46394
"Beverly Hills","CA",37244
"Beverly Hills","CA",50219
"Los Angeles","CA",45453
"Los Angeles","CA",23154
"Los Angeles","CA",53643
"Los Angeles","CA",32170
"Los Angeles","CA",41438
"San Francisco","CA",41179
"Beverly Hills","CA",50778
"Beverly Hills","CA",18389
"San Francisco","CA",44200
"Beverly Hills","CA",31224
"Los Angeles","CA",34257
"Los Angeles","CA",37901
"Beverly Hills","CA",12705
"Los Angeles","CA",7003
"Los Angeles","CA",32229
"Los Angeles","CA",25614
"Los Angeles","CA",32196
"Beverly Hills","CA",32306
"Beverly Hills","CA",58816
"Beverly Hills","CA",18355
"Beverly Hills","CA",28530
"Beverly Hills","CA",38389
"Los Angeles","CA",74
"Beverly Hills","CA",41870
"San Francisco","CA",39459
"Beverly Hills","CA",12094
"Los Angeles","CA",42928
"Los Angeles","CA",1060
"Beverly Hills","CA",32282
"Los Angeles","CA",31193
"Beverly Hills","CA",59009
"Los Angeles","CA",29843
"Los Angeles","CA",17293
"Los Angeles","CA",9056
"Beverly Hills","CA",542
"Beverly Hills","CA",47414
"Beverly Hills","CA",30644
"San Francisco","CA",20753
"Los Angeles","CA",53655
"Los Angeles","CA",3589
"Beverly Hills","CA",12077
"Beverly Hills","CA",9238
"Los Angeles","CA",38722
"Beverly Hills","CA",1076
"Los Angeles","CA",3690
"Los Angeles","CA",13552
"Los Angeles","CA",16182
"Los Angeles","CA",35340
"Los Angeles","CA",34296
"Beverly Hills","CA",25742
"Beverly Hills","CA",25838
"Beverly Hills","CA",3997
"Los Angeles","CA",58808
"Los Angeles","CA",37893
"Los Angeles","CA",10840
"San Francisco","CA",7457
"Beverly Hills","CA",20236
"Beverly Hills","CA",50007
"Los Angeles","CA",53660
"San Francisco","CA",20749
"Beverly Hills","CA",58114
"Los Angeles","CA",51329
"Beverly Hills","CA",528
"San Francisco","CA",60031
"San Francisco","CA",28204
"Beverly Hills","CA",4048
"Los Angeles","CA",45424
"Los Angeles","CA",48649
"San Francisco","CA",53303
"Beverly Hills","CA",49288
"Beverly Hills","CA",29900
"Beverly Hills","CA",43875
"Beverly Hills","CA",47904
"Beverly Hills","CA",50792
"Beverly Hills","CA",25842
"Los Angeles","CA",18232
"Los Angeles","CA",30585
"Beverly Hills","CA",20249
"Los Angeles","CA",25555
"Los Angeles","CA",49276
"Los Angeles","CA",51336
"Beverly Hills","CA",38762
"Beverly Hills","CA",36488
"Los Angeles","CA",9034
"San Francisco","CA",6624
"Los Angeles","CA",47829
"Los Angeles","CA",40701
"Beverly Hills","CA",51963
"San Francisco","CA",56206
"Los Angeles","CA",27974
"Beverly Hills","CA",28563
"Los Angeles","CA",47843
"Los Angeles","CA",3768
"Los Angeles","CA",3660
"Beverly Hills","CA",45484
"Beverly Hills","CA",7049
"Beverly Hills","CA",42976
"Beverly Hills","CA",13079
"Los Angeles","CA",58089
"Los Angeles","CA",27497
"Los Angeles","CA",33473
"Los Angeles","CA",35949
"Beverly Hills","CA",41486
"San Francisco","CA",19216
"Beverly Hills","CA",59182
"Beverly Hills","CA",59562
"Beverly Hills","CA",23189
"Los Angeles","CA",24277
"Los Angeles","CA",37169
"Beverly Hills","CA",9210
"Los Angeles","CA",37187
"Beverly Hills","CA",21505
"Los Angeles","CA",30564
"Los Angeles","CA",25581
"Los Angeles","CA",16207
"Los Angeles","CA",12056
"Los Angeles","CA",25662
"Los Angeles","CA",40708
"Los Angeles","CA",55694
"Los Angeles","CA",57820
"San Francisco","CA",17668
"Beverly Hills","CA",59177
"Los Angeles","CA",39805
"Los Angeles","CA",53695
"Beverly Hills","CA",4148
"Los Angeles","CA",47096
"Beverly Hills","CA",37222
"Beverly Hills","CA",57357
"Los Angeles","CA",37190
"Los Angeles","CA",32264
"Los Angeles","CA",3581
"San Francisco","CA",27813
"Beverly Hills","CA",23169
"Beverly Hills","CA",51372
"Beverly Hills","CA",9155
"Los Angeles","CA",44866
"Beverly Hills","CA",51358
"Los Angeles","CA",45449
"Beverly Hills","CA",44564
"Los Angeles","CA",56650
"Los Angeles","CA",45444
"Beverly Hills","CA",48707
"Beverly Hills","CA",51973
"Los Angeles","CA",59348
"Los Angeles","CA",7001
"Beverly Hills","CA",23223
"Los Angeles","CA",29864
"Beverly Hills","CA",24333
"Los Angeles","CA",493
"Beverly Hills","CA",31248
"Los Angeles","CA",43487
"Los Angeles","CA",17266
"Los Angeles","CA",34300
"Los Angeles","CA",14345
"Beverly Hills","CA",58547
"Beverly Hills","CA",49304
"Los Angeles","CA",1496
"San Francisco","CA",985
"Los Angeles","CA",52804
"Beverly Hills","CA",38753
"Los Angeles","CA",18275
"Los Angeles","CA",12411
"Beverly Hills","CA",7908
"Los Angeles","CA",10870
"Los Angeles","CA",45474
"Los Angeles","CA",37136
"Beverly Hills","CA",53758
"Los Angeles","CA",51923
"Los Angeles","CA",57075
"Beverly Hills","CA",29264
"Beverly Hills","CA",48698
"Beverly Hills","CA",30630
"Beverly Hills","CA",41466
"Beverly Hills","CA",39259
"Beverly Hills","CA",39900
"Los Angeles","CA",22259
"Los Angeles","CA",52354
"Beverly Hills","CA",51970
"Los Angeles","CA",47806
"Beverly Hills","CA",59546
"Los Angeles","CA",20902
"Los Angeles","CA",15292
"Los Angeles","CA",25698
"Los Angeles","CA",43851
"Beverly Hills","CA",50799
"Beverly Hills","CA",32359
"San Francisco","CA",24592
"Los Angeles","CA",38717
"Beverly Hills","CA",14453
"Los Angeles","CA",37141
"Beverly Hills","CA",13611
"Beverly Hills","CA",4075
"Los Angeles","CA",9086
"Beverly Hills","CA",4089
"Beverly Hills","CA",20214
"Los Angeles","CA",42126
"Beverly Hills","CA",16215
"San Francisco","CA",8405
"Beverly Hills","CA",27544
"Beverly Hills","CA",54516
"Beverly Hills","CA",59022
"Los Angeles","CA",15303
"Los Angeles","CA",29854
"Los Angeles","CA",7822
"Beverly Hills","CA",30640
"Los Angeles","CA",42471
"Beverly Hills","CA",9225
"Beverly Hills","CA",35374
"Beverly Hills","CA",28537
"Beverly Hills","CA",25720
"Beverly Hills","CA",555
"Los Angeles","CA",50744
"Beverly Hills","CA",23180
"Los Angeles","CA",49272
"Beverly Hills","CA",35369
"Los Angeles","CA",52791
"Beverly Hills","CA",12074
"Los Angeles","CA",18324
"Beverly Hills","CA",45486
"Los Angeles","CA",20125
"Beverly Hills","CA",51349
"Los Angeles","CA",57636
"Los Angeles","CA",38733
"Beverly Hills","CA",60101
"San Francisco","CA",22684
"Beverly Hills","CA",10900
"Beverly Hills","CA",53761
"San Francisco","CA",6572
"Los Angeles","CA",46375
"Los Angeles","CA",53677
"Los Angeles","CA",14401
"Los Angeles","CA",48623
"Los Angeles","CA",9076
"Los Angeles","CA",52815
"Los Angeles","CA",44857
"San Francisco","CA",41190
"Beverly Hills","CA",43888
"Los Angeles","CA",27979
"Beverly Hills","CA",14438
"San Francisco","CA",41793
"Beverly Hills","CA",45557
"Beverly Hills","CA",33525
"Los Angeles","CA",45393
"Beverly Hills","CA",35968
"Los Angeles","CA",52766
"Los Angeles","CA",7008
"Los Angeles","CA",37179
"Los Angeles","CA",27958
"Los Angeles","CA",37886
"Beverly Hills","CA",40776
"Beverly Hills","CA",4022
"Los Angeles","CA",55939
"San Francisco","CA",19808
"Beverly Hills","CA",20233
"Beverly Hills","CA",59018
"Los Angeles","CA",59346
"Beverly Hills","CA",40781
"San Francisco","CA",10127
"Beverly Hills","CA",31238
"Beverly Hills","CA",31225
"Beverly Hills","CA",10952
"Beverly Hills","CA",34370
"Los Angeles","CA",39228
"Los Angeles","CA",36419
"Beverly Hills","CA",45499
"Los Angeles","CA",25529
"Los Angeles","CA",50395
"Beverly Hills","CA",55704
"San Francisco","CA",31554
"Los Angeles","CA",10817
"Los Angeles","CA",504
"Los Angeles","CA",28484
"Beverly Hills","CA",16243
"Los Angeles","CA",22243
"Beverly Hills","CA",12696
"Beverly Hills","CA",4163
"San Francisco","CA",33253
"Beverly Hills","CA",47898
"San Francisco","CA",40371
"Beverly Hills","CA",33536
"Beverly Hills","CA",10988
"Beverly Hills","CA",3914
"Los Angeles","CA",3681
"San Francisco","CA",27237
"San Francisco","CA",21947
"Beverly Hills","CA",4165
"Beverly Hills","CA",32305
"Los Angeles","CA",10837
"Los Angeles","CA",7852
"Beverly Hills","CA",55151
"Los Angeles","CA",7795
"Beverly Hills","CA",25761
"Los Angeles","CA",40686
"Los Angeles","CA",30569
"Beverly Hills","CA",4190
"Los Angeles","CA",35073
"Los Angeles","CA",39780
"Beverly Hills","CA",4172
"San Francisco","CA",55601
"Los Angeles","CA",42121
"Beverly Hills","CA",42482
"Los Angeles","CA",9102
"Beverly Hills","CA",23224
"Beverly Hills","CA",47416
"San Francisco","CA",6597
"Los Angeles","CA",35060
"Los Angeles","CA",25687
"San Francisco","CA",20742
"Los Angeles","CA",27495
"Los Angeles","CA",29879
"Beverly Hills","CA",24334
"Beverly Hills","CA",32390
"Beverly Hills","CA",60309
"Beverly Hills","CA",25737
"Beverly Hills","CA",48664
"Los Angeles","CA",52801
"Los Angeles","CA",1468
"Los Angeles","CA",27500
"Beverly Hills","CA",29894
"Los Angeles","CA",18310
"Beverly Hills","CA",33508
"Los Angeles","CA",10771
"Los Angeles","CA",52797
"San Francisco","CA",6591
"Beverly Hills","CA",53709
"San Francisco","CA",8407
"Los Angeles","CA",39788
"Beverly Hills","CA",46411
"San Francisco","CA",54848
"Los Angeles","CA",12684
"Los Angeles","CA",51333
"Los Angeles","CA",3721
"Los Angeles","CA",25641
"San Francisco","CA",30327
"San Francisco","CA",54838
"Los Angeles","CA",44856
"Beverly Hills","CA",56689
"Beverly Hills","CA",23217
"Los Angeles","CA",47849
"Los Angeles","CA",14377
"Los Angeles","CA",54479
"Los Angeles","CA",28517
"Beverly Hills","CA",10917
"Los Angeles","CA",52350
"Los Angeles","CA",39218
"Beverly Hills","CA",29257
"Los Angeles","CA",3820
"Beverly Hills","CA",32300
"Los Angeles","CA",29222
"Los Angeles","CA",13582
"Los Angeles","CA",36429
"San Francisco","CA",54849
"Los Angeles","CA",51907
"San Francisco","CA",55802
"Los Angeles","CA",21460
"Los Angeles","CA",22256
"Los Angeles","CA",35945
"Los Angeles","CA",56640
"Beverly Hills","CA",60312
"Beverly Hills","CA",59751
"San Francisco","CA",33264
"Beverly Hills","CA",38396
"Los Angeles","CA",57635
"Beverly Hills","CA",25791
"Beverly Hills","CA",18402
"Beverly Hills","CA",49999
"Los Angeles","CA",32195
"Los Angeles","CA",56287
"Beverly Hills","CA",7868
"Beverly Hills","CA",10919
"Beverly Hills","CA",48675
"Beverly Hills","CA",25747
"Beverly Hills","CA",3953
"Beverly Hills","CA",20926
"Los Angeles","CA",57825
"San Francisco","CA",6600
"Los Angeles","CA",18307
"Beverly Hills","CA",37932
"Beverly Hills","CA",9186
"Beverly Hills","CA",15370
"Beverly Hills","CA",13074
"Beverly Hills","CA",16250
"Los Angeles","CA",41448
"Los Angeles","CA",49268
"Los Angeles","CA",28493
"Beverly Hills","CA",32299
"San Francisco","CA",50124
"Los Angeles","CA",20891
"Los Angeles","CA",49667
"Beverly Hills","CA",3962
"San Francisco","CA",51697
"Los Angeles","CA",39234
"Los Angeles","CA",76
"Los Angeles","CA",9104
"Beverly Hills","CA",57085
"Los Angeles","CA",35666
"Los Angeles","CA",56636
"Los Angeles","CA",39802
"Los Angeles","CA",59002
"Beverly Hills","CA",16239
"Los Angeles","CA",56630
"Los Angeles","CA",25705
"Beverly Hills","CA",28572
"Beverly Hills","CA",60306
"Beverly Hills","CA",50015
"Los Angeles","CA",38199
"Beverly Hills","CA",44569
"Los Angeles","CA",29231
"Los Angeles","CA",43816
"Beverly Hills","CA",50797
"Beverly Hills","CA",29889
"Los Angeles","CA",46388
"Los Angeles","CA",10804
"Los Angeles","CA",13566
"Los Angeles","CA",14363
"Beverly Hills","CA",31250
"Los Angeles","CA",39789
"Los Angeles","CA",32259
"Los Angeles","CA",18269
"Beverly Hills","CA",41478
"Beverly Hills","CA",50212
"Beverly Hills","CA",34331
"San Francisco","CA",11863
"Beverly Hills","CA",32356
"Beverly Hills","CA",9211
"Los Angeles","CA",3650
"Beverly Hills","CA",37233
"Beverly Hills","CA",25794
"Los Angeles","CA",30574
"Los Angeles","CA",35664
"Beverly Hills","CA",21540
"Beverly Hills","CA",32333
"Los Angeles","CA",25684
"Los Angeles","CA",3639
"Beverly Hills","CA",37910
"Los Angeles","CA",46810
"Beverly Hills","CA",48670
"Beverly Hills","CA",18383
"Beverly Hills","CA",25857
"Beverly Hills","CA",14420
"Beverly Hills","CA",37220
"Los Angeles","CA",10811
"Los Angeles","CA",13584
"Beverly Hills","CA",1509
"Los Angeles","CA",42912
"Los Angeles","CA",37884
"Beverly Hills","CA",35974
"Beverly Hills","CA",28001
"Los Angeles","CA",59343
"Los Angeles","CA",57341
"Beverly Hills","CA",52864
"Beverly Hills","CA",38756
"Los Angeles","CA",3749
"San Francisco","CA",34967
"Los Angeles","CA",54478
"Beverly Hills","CA",40739
"Beverly Hills","CA",37223
"Los Angeles","CA",13054
"Beverly Hills","CA",34373
"Los Angeles","CA",33494
"Los Angeles","CA",57073
"Los Angeles","CA",13057
"Los Angeles","CA",31202
"Los Angeles","CA",34264
"Beverly Hills","CA",4118
"Los Angeles","CA",48655
"Los Angeles","CA",34289
"Beverly Hills","CA",534
"Beverly Hills","CA",35961
"Los Angeles","CA",42138
"Los Angeles","CA",13564
"San Francisco","CA",41186
"San Francisco","CA",16639
"Los Angeles","CA",21489
"Beverly Hills","CA",56681
"Los Angeles","CA",16726
"Los Angeles","CA",46811
"Los Angeles","CA",59736
"Beverly Hills","CA",28567
"Beverly Hills","CA",38207
"Los Angeles","CA",58107
"Beverly Hills","CA",43493
"Beverly Hills","CA",30619
"Los Angeles","CA",12040
"Los Angeles","CA",54504
"Los Angeles","CA",16183
"Beverly Hills","CA",43855
"Beverly Hills","CA",58824
"Los Angeles","CA",18326
"Beverly Hills","CA",13638
"Beverly Hills","CA",48671
"Beverly Hills","CA",52858
"Beverly Hills","CA",44871
"San Francisco","CA",39461
"Los Angeles","CA",59734
"Beverly Hills","CA",31246
"Beverly Hills","CA",42968
"Los Angeles","CA",3787
"Los Angeles","CA",34277
"Beverly Hills","CA",18436
"Beverly Hills","CA",32302
"Los Angeles","CA",3814
"San Francisco","CA",19231
"Beverly Hills","CA",57377
"Los Angeles","CA",15290
"Beverly Hills","CA",39853
"Los Angeles","CA",57638
"Los Angeles","CA",16192
"Beverly Hills","CA",29899
"Los Angeles","CA",58095
"Beverly Hills","CA",57836
"Beverly Hills","CA",17328
"Beverly Hills","CA",45487
"San Francisco","CA",49900
"Los Angeles","CA",35339
"Beverly Hills","CA",12062
"Los Angeles","CA",20190
"Beverly Hills","CA",25788
"Los Angeles","CA",52780
"Beverly Hills","CA",25797
"San Francisco","CA",41185
"Beverly Hills","CA",18409
"San Francisco","CA",22682
"Beverly Hills","CA",557
"Beverly Hills","CA",55973
"Los Angeles","CA",30575
"Los Angeles","CA",44850
"Los Angeles","CA",43823
"San Francisco","CA",21949
"Los Angeles","CA",20130
"Beverly Hills","CA",35674
"Beverly Hills","CA",29883
"Los Angeles","CA",13603
"Los Angeles","CA",57352
"Beverly Hills","CA",23976
"Los Angeles","CA",16180
"Beverly Hills","CA",56670
"Beverly Hills","CA",57650
"Beverly Hills","CA",42960
"Beverly Hills","CA",49672
"Beverly Hills","CA",17309
"Los Angeles","CA",49997
"Los Angeles","CA",51334
"Beverly Hills","CA",28005
"Beverly Hills","CA",38387
"Los Angeles","CA",3789
"San Francisco","CA",10129
"Beverly Hills","CA",32287
"Beverly Hills","CA",3916
"Los Angeles","CA",46373
"Beverly Hills","CA",23196
"Los Angeles","CA",41858
"Beverly Hills","CA",47859
"Beverly Hills","CA",10881
"Beverly Hills","CA",46426
"Beverly Hills","CA",32331
"San Francisco","CA",20757
"Beverly Hills","CA",59008
"Beverly Hills","CA",12087
"Los Angeles","CA",12045
"Los Angeles","CA",53672
"Los Angeles","CA",55692
"Los Angeles","CA",58998
"Beverly Hills","CA",49308
"Beverly Hills","CA",4113
"Los Angeles","CA",23073
"Los Angeles","CA",23111
"Beverly Hills","CA",37253
"Los Angeles","CA",25634
"Beverly Hills","CA",46824
"Los Angeles","CA",25708
"Los Angeles","CA",22237
"Los Angeles","CA",32157
"Los Angeles","CA",16911
"Beverly Hills","CA",23222
"Los Angeles","CA",32245
"Beverly Hills","CA",3893
"Beverly Hills","CA",18372
"Los Angeles","CA",54502
"Los Angeles","CA",20164
"Los Angeles","CA",43817
"Beverly Hills","CA",3960
"San Francisco","CA",57003
"Beverly Hills","CA",37206
"Beverly Hills","CA",49671
"Beverly Hills","CA",55184
"Los Angeles","CA",24268
"San Francisco","CA",13300
"Los Angeles","CA",22233
"Beverly Hills","CA",38781
"Beverly Hills","CA",37212
"San Francisco","CA",27252
"Beverly Hills","CA",32347
"Los Angeles","CA",59003
"Beverly Hills","CA",48711
"Beverly Hills","CA",55178
"Los Angeles","CA",42472
"Beverly Hills","CA",54509
"Los Angeles","CA",39825
"Beverly Hills","CA",39888
"Los Angeles","CA",55947
"Los Angeles","CA",7849
"Los Angeles","CA",18279
"Los Angeles","CA",3717
"Los Angeles","CA",43484
"Beverly Hills","CA",27522
"Los Angeles","CA",14349
"Beverly Hills","CA",52860
"Los Angeles","CA",47085
"Los Angeles","CA",9103
"Los Angeles","CA",27490
"San Francisco","CA",6588
"Beverly Hills","CA",59550
"Los Angeles","CA",3573
"Los Angeles","CA",34280
"Los Angeles","CA",13579
"Los Angeles","CA",14382
"Beverly Hills","CA",42151
"Beverly Hills","CA",59557
"Los Angeles","CA",56662
"Los Angeles","CA",27980
"Beverly Hills","CA",25758
"Beverly Hills","CA",4051
"Beverly Hills","CA",1513
"Los Angeles","CA",45437
"Beverly Hills","CA",13639
"San Francisco","CA",56203
"Los Angeles","CA",29860
"Los Angeles","CA",27976
"Los Angeles","CA",9097
"Los Angeles","CA",20144
"Beverly Hills","CA",12698
"Beverly Hills","CA",21553
"Los Angeles","CA",25629
"Beverly Hills","CA",537
"Los Angeles","CA",6980
"Beverly Hills","CA",54518
"Los Angeles","CA",9069
"Beverly Hills","CA",4107
"Los Angeles","CA",35343
"Beverly Hills","CA",7059
"San Francisco","CA",12914
"Beverly Hills","CA",37915
"Beverly Hills","CA",40721
"Beverly Hills","CA",23970
"Los Angeles","CA",6976
"Beverly Hills","CA",23214
"Los Angeles","CA",18297
"Los Angeles","CA",10791
"Beverly Hills","CA",13098
"Los Angeles","CA",7814
"Beverly Hills","CA",17312
"Beverly Hills","CA",15374
"Los Angeles","CA",55682
"Beverly Hills","CA",47882
"Los Angeles","CA",40698
"Beverly Hills","CA",549
"San Francisco","CA",46732
"Beverly Hills","CA",17313
"Beverly Hills","CA",35977
"Los Angeles","CA",25695
"Beverly Hills","CA",33544
"Los Angeles","CA",41429
"Los Angeles","CA",59347
"Los Angeles","CA",25673
"Beverly Hills","CA",10948
"Beverly Hills","CA",12421
"San Francisco","CA",30968
"Beverly Hills","CA",55977
"Los Angeles","CA",9049
"Beverly Hills","CA",25714
"Beverly Hills","CA",19485
"Beverly Hills","CA",45534
"Los Angeles","CA",32210
"Beverly Hills","CA",29916
"Beverly Hills","CA",23204
"San Francisco","CA",29572
"San Francisco","CA",19218
"Beverly Hills","CA",51971
"Los Angeles","CA",47080
"Los Angeles","CA",43826
"Los Angeles","CA",3633
"Los Angeles","CA",10876
"Los Angeles","CA",38731
"Los Angeles","CA",44865
"Los Angeles","CA",39831
"Beverly Hills","CA",32366
"Beverly Hills","CA",18370
"Beverly Hills","CA",18359
"Beverly Hills","CA",18421
"Beverly Hills","CA",34363
"Los Angeles","CA",52812
"Beverly Hills","CA",3963
"San Francisco","CA",40372
"Beverly Hills","CA",57837
"Beverly Hills","CA",40726
"Beverly Hills","CA",4024
"Los Angeles","CA",42930
"Los Angeles","CA",32221
"Beverly Hills","CA",22282
"Los Angeles","CA",34274
"Los Angeles","CA",37170
"Beverly Hills","CA",4066
"Los Angeles","CA",21471
"Beverly Hills","CA",32275
"Los Angeles","CA",499
"Los Angeles","CA",23156
"Beverly Hills","CA",44287
"Beverly Hills","CA",43892
"Los Angeles","CA",32208
"San Francisco","CA",46126
"Los Angeles","CA",50751
"Los Angeles","CA",32178
"Beverly Hills","CA",58818
"Beverly Hills","CA",14456
"Los Angeles","CA",42905
"Beverly Hills","CA",21517
"Beverly Hills","CA",9248
"Los Angeles","CA",51901
"Beverly Hills","CA",38782
"San Francisco","CA",57001
"Los Angeles","CA",34293
"Los Angeles","CA",25640
"Los Angeles","CA",19458
"San Francisco","CA",16644
"Beverly Hills","CA",4169
"Beverly Hills","CA",13106
"Beverly Hills","CA",3889
"Los Angeles","CA",9062
"Beverly Hills","CA",32354
"Los Angeles","CA",21442
"Beverly Hills","CA",16251
"Beverly Hills","CA",45551
"Beverly Hills","CA",7884
"San Francisco","CA",24600
"Los Angeles","CA",53650
"Los Angeles","CA",39233
"Beverly Hills","CA",35365
"Beverly Hills","CA",48686
"Beverly Hills","CA",10947
"Beverly Hills","CA",23219
"Los Angeles","CA",19465
"San Francisco","CA",49504
"Beverly Hills","CA",47398
"Los Angeles","CA",43831
"San Francisco","CA",46128
"Beverly Hills","CA",50000
"Los Angeles","CA",25703
"Los Angeles","CA",43827
"Los Angeles","CA",7825
"Los Angeles","CA",23106
"Los Angeles","CA",52789
"Beverly Hills","CA",3927
"Beverly Hills","CA",34378
"Beverly Hills","CA",43492
"Beverly Hills","CA",53763
"Beverly Hills","CA",3934
"Los Angeles","CA",60087
"Los Angeles","CA",20151
"Los Angeles","CA",50741
"San Francisco","CA",34973
"Beverly Hills","CA",46396
"Los Angeles","CA",9098
"Los Angeles","CA",16907
"Los Angeles","CA",46369
"Beverly Hills","CA",20239
"San Francisco","CA",34976
"Los Angeles","CA",36412
"Beverly Hills","CA",25744
"Beverly Hills","CA",30632
"Beverly Hills","CA",21539
"Los Angeles","CA",46383
"Beverly Hills","CA",19473
"San Francisco","CA",49108
"Los Angeles","CA",25583
"Los Angeles","CA",1486
"San Francisco","CA",14004
"Los Angeles","CA",14399
"Beverly Hills","CA",33515
"Beverly Hills","CA",47888
"San Francisco","CA",41790
"Los Angeles","CA",14398
"Los Angeles","CA",22235
"Los Angeles","CA",7806
"Los Angeles","CA",28525
"Beverly Hills","CA",52844
"Los Angeles","CA",40684
"Los Angeles","CA",39222
"Los Angeles","CA",41415
"Beverly Hills","CA",28565
"San Francisco","CA",27249
"Beverly Hills","CA",33531
"Los Angeles","CA",38718
"Los Angeles","CA",39832
"Beverly Hills","CA",39854
"Los Angeles","CA",47813
"Beverly Hills","CA",48697
"Beverly Hills","CA",4167
"San Francisco","CA",54266
"Beverly Hills","CA",23167
"Beverly Hills","CA",3979
"Beverly Hills","CA",39861
"Los Angeles","CA",12036
"Los Angeles","CA",24294
"Los Angeles","CA",21445
"Los Angeles","CA",47835
"San Francisco","CA",57951
"San Francisco","CA",36788
"Beverly Hills","CA",44884
"Beverly Hills","CA",30637
"Beverly Hills","CA",19515
"Beverly Hills","CA",10886
"Beverly Hills","CA",34350
"Beverly Hills","CA",51364
"Los Angeles","CA",43486
"Los Angeles","CA",56667
"San Francisco","CA",29002
"Beverly Hills","CA",4049
"Los Angeles","CA",32233
"Los Angeles","CA",23158
"Beverly Hills","CA",32358
"Los Angeles","CA",27972
"Beverly Hills","CA",32294
"Los Angeles","CA",41452
"Beverly Hills","CA",50785
"San Francisco","CA",23874
"Los Angeles","CA",39813
