marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home
S,M,4,Bachelors Degree,Bronze,Management,N,4,$70K - $90K,0
M,M,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1
M,F,4,Partial High School,Normal,Manual,N,2,$10K - $30K,1
S,F,3,Partial High School,Bronze,Skilled Manual,N,3,$30K - $50K,0
S,F,2,Partial College,Bronze,Professional,Y,2,$110K - $130K,0
M,M,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,2
S,M,3,Partial High School,Normal,Manual,Y,1,$10K - $30K,0
S,M,3,Bachelors Degree,Silver,Professional,N,3,$130K - $150K,0
S,F,3,High School Degree,Bronze,Manual,N,2,$30K - $50K,0
M,M,2,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,1
S,M,5,High School Degree,Golden,Professional,N,2,$70K - $90K,0
M,M,5,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0
S,M,2,Partial High School,Normal,Manual,N,0,$10K - $30K,0
S,M,2,Bachelors Degree,Silver,Professional,N,3,$150K +,0
S,F,2,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0
M,F,0,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0
M,M,4,Partial High School,Normal,Manual,Y,2,$50K - $70K,4
S,F,1,Bachelors Degree,Silver,Professional,N,3,$150K +,0
S,F,2,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,0
S,F,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0
S,M,1,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0
M,M,4,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,2
S,F,1,Graduate Degree,Bronze,Professional,Y,2,$110K - $130K,0
M,M,3,Partial High School,Bronze,Manual,N,3,$30K - $50K,1
M,M,1,Partial High School,Silver,Management,Y,1,$110K - $130K,1
S,F,3,High School Degree,Bronze,Management,Y,2,$130K - $150K,0
M,F,4,Partial High School,Golden,Skilled Manual,Y,4,$30K - $50K,4
S,F,1,High School Degree,Bronze,Manual,N,2,$30K - $50K,0
M,F,4,Partial High School,Normal,Manual,Y,2,$10K - $30K,4
M,M,1,Graduate Degree,Bronze,Management,N,2,$70K - $90K,1
M,F,4,High School Degree,Normal,Skilled Manual,Y,3,$30K - $50K,4
S,F,3,Partial High School,Silver,Professional,Y,4,$90K - $110K,0
S,M,1,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0
M,F,5,Partial College,Golden,Professional,N,3,$30K - $50K,5
S,F,2,Bachelors Degree,Normal,Professional,N,3,$50K - $70K,0
M,M,4,High School Degree,Silver,Professional,Y,3,$110K - $130K,3
M,F,0,Graduate Degree,Silver,Professional,Y,3,$70K - $90K,0
M,M,4,High School Degree,Silver,Manual,Y,3,$30K - $50K,4
M,F,1,Graduate Degree,Bronze,Professional,Y,1,$70K - $90K,0
M,F,2,Partial High School,Golden,Professional,N,3,$90K - $110K,2
M,F,0,Graduate Degree,Bronze,Management,Y,2,$90K - $110K,0
S,M,3,High School Degree,Bronze,Manual,Y,4,$30K - $50K,0
S,F,4,High School Degree,Bronze,Management,Y,2,$110K - $130K,0
S,M,4,Partial College,Bronze,Clerical,Y,2,$50K - $70K,0
S,F,4,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0
M,F,4,High School Degree,Bronze,Management,Y,2,$110K - $130K,2
S,F,2,High School Degree,Normal,Manual,N,2,$30K - $50K,0
S,M,4,High School Degree,Bronze,Professional,N,3,$70K - $90K,0
S,F,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,0
S,M,5,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0
S,F,2,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0
M,F,1,Bachelors Degree,Bronze,Management,Y,2,$50K - $70K,1
S,M,2,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0
S,F,4,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,0
S,M,2,Bachelors Degree,Bronze,Management,Y,3,$70K - $90K,0
M,F,5,Partial High School,Normal,Manual,Y,1,$10K - $30K,3
S,F,4,High School Degree,Bronze,Manual,N,3,$30K - $50K,0
M,F,1,High School Degree,Bronze,Manual,N,4,$30K - $50K,1
S,F,2,Graduate Degree,Bronze,Professional,Y,2,$90K - $110K,0
S,F,2,High School Degree,Bronze,Manual,N,3,$30K - $50K,0
M,M,5,Bachelors Degree,Golden,Management,Y,3,$50K - $70K,5
M,F,2,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,2
M,M,3,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,2
M,M,5,Partial College,Golden,Skilled Manual,Y,2,$30K - $50K,3
S,M,2,High School Degree,Silver,Manual,N,3,$30K - $50K,0
M,F,0,Bachelors Degree,Golden,Professional,N,2,$50K - $70K,0
M,M,4,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,1
M,M,3,High School Degree,Bronze,Professional,Y,3,$90K - $110K,2
M,F,0,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0
M,F,1,Partial College,Bronze,Skilled Manual,Y,3,$30K - $50K,1
M,F,2,Partial High School,Golden,Professional,N,3,$150K +,2
M,M,3,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,1
S,M,0,Bachelors Degree,Silver,Professional,Y,2,$50K - $70K,0
S,F,5,Bachelors Degree,Normal,Management,Y,1,$70K - $90K,0
S,M,4,High School Degree,Bronze,Manual,N,4,$30K - $50K,0
S,F,5,High School Degree,Normal,Skilled Manual,N,4,$30K - $50K,0
S,F,4,Bachelors Degree,Bronze,Professional,Y,1,$110K - $130K,0
S,F,5,Partial High School,Normal,Manual,Y,1,$10K - $30K,0
S,F,0,Partial High School,Silver,Manual,N,2,$30K - $50K,0
M,F,3,Partial College,Bronze,Skilled Manual,Y,4,$30K - $50K,2
S,M,0,Bachelors Degree,Normal,Professional,Y,2,$50K - $70K,0
M,F,4,Partial High School,Normal,Manual,N,1,$10K - $30K,4
S,F,2,Partial High School,Normal,Manual,N,1,$10K - $30K,0
M,F,3,Bachelors Degree,Bronze,Professional,Y,4,$70K - $90K,2
M,F,3,High School Degree,Bronze,Manual,N,3,$30K - $50K,2
S,M,3,Partial High School,Normal,Manual,N,1,$10K - $30K,0
S,M,4,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0
S,M,4,Graduate Degree,Bronze,Professional,N,2,$70K - $90K,0
M,F,3,Bachelors Degree,Golden,Management,Y,2,$50K - $70K,3
M,F,5,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1
S,M,2,High School Degree,Bronze,Skilled Manual,N,1,$30K - $50K,0
M,F,3,Bachelors Degree,Golden,Management,Y,3,$50K - $70K,0
M,F,3,Partial High School,Silver,Manual,Y,1,$10K - $30K,2
S,M,5,Partial College,Bronze,Professional,N,3,$30K - $50K,0
M,M,4,Partial High School,Golden,Management,Y,3,$150K +,4
S,F,4,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0
S,F,0,Partial High School,Normal,Manual,N,1,$10K - $30K,0
M,M,5,High School Degree,Golden,Skilled Manual,Y,4,$30K - $50K,4
M,M,3,High School Degree,Golden,Manual,N,4,$30K - $50K,3
S,F,1,Partial High School,Normal,Manual,N,2,$10K - $30K,0
S,M,3,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,0
M,M,2,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,2
S,M,0,Partial College,Bronze,Clerical,Y,3,$30K - $50K,0
S,M,1,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0
M,M,1,Bachelors Degree,Bronze,Management,Y,3,$90K - $110K,0
M,F,1,Partial High School,Bronze,Manual,N,3,$50K - $70K,1
S,F,1,High School Degree,Normal,Professional,N,1,$70K - $90K,0
S,F,0,Partial College,Bronze,Professional,Y,4,$30K - $50K,0
S,F,2,Bachelors Degree,Bronze,Professional,N,2,$30K - $50K,0
M,M,0,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0
S,F,3,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0
M,M,4,Partial High School,Bronze,Professional,Y,1,$90K - $110K,1
S,M,0,Bachelors Degree,Golden,Professional,Y,3,$50K - $70K,0
M,M,2,Graduate Degree,Bronze,Professional,Y,3,$70K - $90K,0
S,F,0,Bachelors Degree,Silver,Management,Y,3,$150K +,0
M,M,2,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,2
M,M,3,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,1
S,M,2,Partial High School,Golden,Skilled Manual,Y,2,$30K - $50K,0
M,M,0,High School Degree,Bronze,Manual,Y,4,$30K - $50K,0
M,M,5,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,1
S,F,4,Graduate Degree,Bronze,Management,Y,1,$130K - $150K,0
S,M,3,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0
S,F,2,Bachelors Degree,Bronze,Professional,Y,2,$110K - $130K,0
S,F,0,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0
S,M,5,High School Degree,Bronze,Professional,Y,4,$130K - $150K,0
S,F,1,High School Degree,Golden,Skilled Manual,Y,3,$30K - $50K,0
M,F,1,Partial College,Bronze,Management,N,1,$30K - $50K,0
M,F,3,Partial College,Bronze,Skilled Manual,Y,3,$30K - $50K,3
M,M,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,1
S,M,5,Bachelors Degree,Silver,Professional,N,3,$70K - $90K,0
M,F,4,Graduate Degree,Silver,Management,Y,4,$70K - $90K,4
S,M,2,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0
M,F,2,Partial High School,Normal,Manual,Y,2,$10K - $30K,1
M,F,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,2
M,F,5,Partial High School,Golden,Manual,Y,4,$30K - $50K,5
M,F,1,High School Degree,Silver,Manual,N,3,$30K - $50K,1
M,F,4,Graduate Degree,Golden,Professional,Y,3,$90K - $110K,4
M,M,4,Partial High School,Golden,Skilled Manual,Y,2,$30K - $50K,4
S,M,4,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,0
M,M,2,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,1
S,M,1,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0
M,F,4,High School Degree,Normal,Skilled Manual,N,3,$30K - $50K,1
M,M,3,Bachelors Degree,Golden,Management,Y,4,$50K - $70K,3
S,M,4,High School Degree,Bronze,Manual,N,3,$30K - $50K,0
M,M,0,Partial High School,Bronze,Management,Y,1,$130K - $150K,0
M,F,4,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,2
M,F,2,Partial High School,Golden,Manual,N,1,$10K - $30K,2
S,F,3,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0
S,M,3,High School Degree,Bronze,Manual,N,2,$30K - $50K,0
M,M,4,Partial High School,Golden,Manual,Y,2,$30K - $50K,4
M,M,3,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,2
S,F,4,High School Degree,Normal,Manual,N,2,$30K - $50K,0
S,M,3,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,0
M,F,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,1
M,F,4,High School Degree,Golden,Skilled Manual,Y,3,$30K - $50K,4
M,M,3,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,3
M,F,1,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,1
S,F,5,High School Degree,Bronze,Management,Y,1,$70K - $90K,0
M,M,5,Bachelors Degree,Golden,Professional,Y,4,$50K - $70K,3
S,M,5,Bachelors Degree,Bronze,Professional,Y,1,$70K - $90K,0
M,F,2,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,1
S,M,4,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0
M,F,3,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,0
S,F,1,Partial College,Bronze,Professional,Y,1,$90K - $110K,0
M,F,3,High School Degree,Normal,Skilled Manual,Y,3,$30K - $50K,3
M,F,1,Partial High School,Silver,Manual,Y,1,$10K - $30K,1
S,M,2,High School Degree,Bronze,Management,N,2,$70K - $90K,0
S,M,3,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0
S,M,1,High School Degree,Silver,Skilled Manual,N,2,$30K - $50K,0
M,F,3,Bachelors Degree,Bronze,Professional,Y,1,$30K - $50K,2
S,F,1,Partial High School,Normal,Manual,Y,0,$10K - $30K,0
M,F,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,3
M,F,4,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,1
M,F,4,High School Degree,Bronze,Manual,Y,3,$30K - $50K,1
S,M,2,High School Degree,Bronze,Manual,N,3,$30K - $50K,0
M,M,3,High School Degree,Normal,Manual,Y,3,$30K - $50K,3
M,F,4,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,1
M,F,5,High School Degree,Silver,Professional,Y,3,$130K - $150K,5
M,M,5,High School Degree,Golden,Skilled Manual,Y,4,$30K - $50K,5
S,M,1,Partial High School,Normal,Manual,N,1,$10K - $30K,0
M,F,4,High School Degree,Normal,Manual,N,0,$10K - $30K,2
M,M,2,Bachelors Degree,Golden,Professional,Y,1,$70K - $90K,0
M,M,2,Partial High School,Bronze,Manual,Y,4,$30K - $50K,0
M,M,0,High School Degree,Bronze,Skilled Manual,Y,1,$30K - $50K,0
M,M,2,Bachelors Degree,Golden,Management,N,3,$150K +,1
S,M,2,High School Degree,Silver,Management,N,2,$150K +,0
M,M,5,High School Degree,Golden,Professional,N,3,$110K - $130K,4
S,M,1,High School Degree,Bronze,Manual,N,3,$30K - $50K,0
M,M,1,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,1
S,M,1,High School Degree,Golden,Manual,Y,2,$30K - $50K,0
M,F,4,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,1
M,F,0,Bachelors Degree,Silver,Professional,Y,2,$130K - $150K,0
M,M,4,Bachelors Degree,Golden,Professional,Y,2,$70K - $90K,0
M,M,4,Partial High School,Normal,Manual,N,2,$10K - $30K,1
M,M,1,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,1
S,M,4,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0
M,F,0,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,0
S,M,3,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,0
M,M,2,Partial College,Bronze,Skilled Manual,Y,4,$30K - $50K,2
M,M,5,High School Degree,Bronze,Manual,Y,2,$30K - $50K,2
S,M,0,Graduate Degree,Bronze,Professional,Y,1,$70K - $90K,0
M,F,1,Bachelors Degree,Bronze,Professional,N,4,$70K - $90K,1
S,M,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,0
S,M,1,Partial College,Bronze,Clerical,Y,3,$30K - $50K,0
M,F,2,Partial College,Bronze,Clerical,Y,2,$30K - $50K,0
S,M,0,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0
M,F,3,Bachelors Degree,Silver,Professional,Y,3,$130K - $150K,3
S,M,0,Partial College,Bronze,Professional,Y,2,$130K - $150K,0
M,F,5,Bachelors Degree,Bronze,Management,Y,2,$70K - $90K,0
M,M,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,1
S,F,1,Bachelors Degree,Silver,Professional,Y,4,$70K - $90K,0
M,M,1,Partial High School,Bronze,Manual,Y,2,$10K - $30K,1
M,F,4,Partial High School,Silver,Manual,Y,3,$30K - $50K,4
S,M,3,High School Degree,Silver,Manual,N,3,$30K - $50K,0
S,F,1,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0
M,M,2,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0
M,F,4,High School Degree,Bronze,Manual,N,2,$30K - $50K,2
M,F,4,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,1
M,F,1,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,0
S,F,0,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0
S,M,4,Bachelors Degree,Bronze,Management,Y,1,$110K - $130K,0
M,F,4,High School Degree,Golden,Manual,N,2,$30K - $50K,4
M,F,3,High School Degree,Bronze,Manual,Y,3,$30K - $50K,3
S,M,1,Partial College,Silver,Management,Y,2,$110K - $130K,0
M,F,4,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0
S,M,5,Partial High School,Silver,Management,Y,3,$110K - $130K,0
S,M,2,High School Degree,Bronze,Skilled Manual,Y,2,$50K - $70K,0
S,F,4,Partial College,Bronze,Professional,Y,2,$50K - $70K,0
M,M,3,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,3
S,F,1,High School Degree,Silver,Manual,N,2,$30K - $50K,0
S,M,2,High School Degree,Bronze,Skilled Manual,Y,1,$30K - $50K,0
S,F,4,Partial High School,Normal,Manual,N,0,$10K - $30K,0
S,M,5,Partial High School,Golden,Skilled Manual,N,2,$10K - $30K,0
S,M,1,Bachelors Degree,Bronze,Professional,Y,4,$90K - $110K,0
M,M,4,Bachelors Degree,Bronze,Management,Y,4,$50K - $70K,1
M,F,1,Partial College,Bronze,Clerical,Y,2,$30K - $50K,1
S,M,2,High School Degree,Bronze,Manual,N,4,$50K - $70K,0
M,M,4,High School Degree,Golden,Skilled Manual,Y,4,$30K - $50K,4
S,M,2,Partial High School,Normal,Manual,Y,0,$10K - $30K,0
M,M,3,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,1
M,F,4,High School Degree,Golden,Manual,Y,3,$50K - $70K,4
M,M,2,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,2
M,F,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,3
S,F,4,Partial High School,Bronze,Management,Y,3,$130K - $150K,0
S,F,2,High School Degree,Bronze,Management,N,2,$70K - $90K,0
M,F,4,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,1
M,M,2,Bachelors Degree,Bronze,Management,Y,4,$70K - $90K,1
S,F,1,Partial High School,Normal,Manual,N,1,$10K - $30K,0
M,M,5,Partial High School,Normal,Professional,Y,4,$130K - $150K,5
M,F,1,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0
M,M,4,Partial High School,Golden,Professional,Y,3,$130K - $150K,4
M,F,1,Bachelors Degree,Golden,Professional,Y,3,$130K - $150K,1
M,F,3,Graduate Degree,Golden,Management,Y,4,$70K - $90K,3
S,F,2,Partial High School,Normal,Manual,N,2,$10K - $30K,0
M,M,2,Partial High School,Bronze,Skilled Manual,Y,3,$30K - $50K,2
S,M,4,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,0
S,F,1,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0
S,F,4,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,0
M,F,4,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,3
S,M,4,Partial High School,Bronze,Manual,N,3,$30K - $50K,0
M,M,3,Bachelors Degree,Bronze,Management,N,2,$70K - $90K,0
S,M,3,Partial High School,Bronze,Manual,Y,2,$30K - $50K,0
M,M,2,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,2
S,F,2,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0
M,F,2,High School Degree,Bronze,Professional,Y,3,$70K - $90K,2
M,F,5,Bachelors Degree,Silver,Professional,Y,4,$50K - $70K,5
S,F,2,Graduate Degree,Silver,Management,N,1,$70K - $90K,0
M,M,2,Bachelors Degree,Normal,Professional,Y,1,$10K - $30K,0
M,M,2,Partial College,Bronze,Professional,Y,1,$30K - $50K,1
M,M,0,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,0
S,M,4,High School Degree,Bronze,Skilled Manual,Y,1,$30K - $50K,0
M,M,5,High School Degree,Golden,Manual,Y,3,$30K - $50K,4
S,F,4,Partial College,Bronze,Professional,N,2,$30K - $50K,0
M,F,5,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,1
M,M,2,Partial College,Bronze,Professional,Y,3,$30K - $50K,2
S,F,1,Bachelors Degree,Bronze,Professional,Y,1,$110K - $130K,0
S,F,1,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0
M,F,3,Bachelors Degree,Golden,Management,Y,4,$70K - $90K,3
S,F,2,Partial High School,Bronze,Professional,N,3,$90K - $110K,0
M,F,2,Bachelors Degree,Bronze,Professional,Y,2,$110K - $130K,2
M,F,2,Graduate Degree,Bronze,Professional,N,2,$90K - $110K,2
M,F,4,Partial High School,Silver,Skilled Manual,Y,1,$10K - $30K,1
S,F,0,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0
M,M,5,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0
M,F,2,Partial College,Bronze,Professional,Y,3,$30K - $50K,2
M,F,3,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,1
S,F,3,High School Degree,Silver,Skilled Manual,Y,3,$50K - $70K,0
S,F,2,High School Degree,Bronze,Professional,N,2,$110K - $130K,0
M,M,0,Graduate Degree,Bronze,Professional,Y,3,$70K - $90K,0
S,M,3,Graduate Degree,Bronze,Professional,Y,3,$90K - $110K,0
M,M,3,Partial College,Bronze,Management,Y,3,$70K - $90K,2
M,M,5,Bachelors Degree,Silver,Professional,N,3,$110K - $130K,5
M,F,1,High School Degree,Normal,Professional,Y,3,$70K - $90K,1
M,M,4,High School Degree,Golden,Manual,N,3,$30K - $50K,4
M,M,1,Bachelors Degree,Bronze,Professional,Y,1,$70K - $90K,0
S,F,1,High School Degree,Silver,Management,Y,2,$150K +,0
S,M,1,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0
M,F,3,Graduate Degree,Golden,Professional,N,3,$70K - $90K,3
S,M,5,Bachelors Degree,Golden,Management,Y,2,$50K - $70K,0
M,M,4,Bachelors Degree,Golden,Management,N,3,$50K - $70K,3
M,M,3,Partial High School,Golden,Management,Y,3,$150K +,3
M,F,4,Bachelors Degree,Bronze,Professional,N,1,$70K - $90K,1
S,M,0,Graduate Degree,Bronze,Professional,Y,3,$130K - $150K,0
M,F,4,Bachelors Degree,Golden,Management,Y,4,$50K - $70K,3
S,F,4,Partial College,Bronze,Management,N,4,$30K - $50K,0
M,F,2,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0
S,M,5,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0
M,M,5,High School Degree,Golden,Skilled Manual,Y,3,$30K - $50K,4
M,F,5,Partial College,Golden,Manual,Y,4,$50K - $70K,3
S,F,0,Partial College,Bronze,Management,N,3,$30K - $50K,0
S,F,1,Graduate Degree,Bronze,Professional,N,4,$70K - $90K,0
M,M,3,Partial College,Bronze,Management,N,3,$30K - $50K,2
S,F,3,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0
M,M,1,Partial High School,Bronze,Skilled Manual,Y,1,$30K - $50K,1
S,F,3,High School Degree,Bronze,Professional,Y,3,$130K - $150K,0
S,F,4,Bachelors Degree,Bronze,Management,N,1,$30K - $50K,0
S,M,4,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0
S,M,2,Graduate Degree,Bronze,Professional,N,3,$90K - $110K,0
M,F,3,High School Degree,Golden,Manual,N,2,$30K - $50K,3
S,M,2,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0
M,F,1,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,1
M,F,5,High School Degree,Normal,Manual,Y,2,$30K - $50K,3
S,F,2,Graduate Degree,Normal,Management,Y,3,$110K - $130K,0
S,F,3,Partial High School,Normal,Professional,Y,1,$110K - $130K,0
M,M,3,Partial High School,Normal,Manual,Y,1,$10K - $30K,3
S,M,1,Graduate Degree,Bronze,Professional,N,1,$70K - $90K,0
S,F,4,Partial College,Bronze,Management,Y,4,$130K - $150K,0
M,M,4,Partial High School,Silver,Manual,Y,4,$30K - $50K,4
S,F,3,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0
S,M,5,Partial High School,Normal,Skilled Manual,N,1,$30K - $50K,0
S,F,4,High School Degree,Bronze,Manual,N,2,$30K - $50K,0
M,M,0,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0
M,F,4,Bachelors Degree,Golden,Professional,Y,3,$50K - $70K,3
S,F,4,High School Degree,Bronze,Professional,Y,2,$110K - $130K,0
S,M,4,Bachelors Degree,Normal,Professional,N,2,$110K - $130K,0
M,M,1,Bachelors Degree,Bronze,Management,Y,3,$70K - $90K,0
S,M,5,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,0
M,F,0,Partial High School,Bronze,Professional,N,2,$90K - $110K,0
S,M,1,High School Degree,Golden,Manual,N,4,$30K - $50K,0
S,F,4,Partial High School,Bronze,Skilled Manual,Y,3,$50K - $70K,0
M,F,1,Partial College,Silver,Professional,Y,2,$150K +,1
S,M,2,High School Degree,Golden,Manual,N,4,$30K - $50K,0
M,F,4,Graduate Degree,Bronze,Professional,Y,4,$30K - $50K,1
S,M,4,Graduate Degree,Bronze,Professional,N,3,$70K - $90K,0
M,M,2,Bachelors Degree,Golden,Professional,Y,3,$70K - $90K,2
S,F,5,Partial High School,Golden,Manual,Y,1,$10K - $30K,0
M,F,4,High School Degree,Bronze,Skilled Manual,N,1,$30K - $50K,1
M,M,4,High School Degree,Bronze,Skilled Manual,Y,1,$30K - $50K,2
M,F,1,Partial College,Golden,Professional,Y,1,$130K - $150K,0
M,M,1,Bachelors Degree,Bronze,Professional,Y,4,$110K - $130K,1
S,M,1,Bachelors Degree,Bronze,Professional,Y,4,$130K - $150K,0
M,M,5,Partial College,Normal,Professional,Y,4,$30K - $50K,5
S,F,0,High School Degree,Bronze,Management,N,3,$130K - $150K,0
M,M,2,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,1
S,M,2,Partial High School,Bronze,Manual,N,3,$30K - $50K,0
M,M,1,Partial High School,Bronze,Skilled Manual,Y,3,$30K - $50K,1
M,M,1,Partial High School,Normal,Manual,N,1,$10K - $30K,1
M,F,4,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0
M,M,2,Partial High School,Normal,Manual,Y,0,$10K - $30K,1
M,M,4,Bachelors Degree,Golden,Management,Y,3,$50K - $70K,4
M,M,3,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0
M,M,1,High School Degree,Normal,Manual,Y,1,$10K - $30K,1
M,F,2,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,2
M,M,1,Partial High School,Normal,Manual,Y,2,$10K - $30K,1
S,M,0,Bachelors Degree,Bronze,Professional,Y,4,$130K - $150K,0
S,M,0,Partial High School,Silver,Skilled Manual,N,3,$30K - $50K,0
S,M,4,Bachelors Degree,Silver,Management,N,2,$50K - $70K,0
M,F,2,Partial College,Bronze,Clerical,Y,1,$30K - $50K,2
M,F,1,Graduate Degree,Bronze,Professional,Y,3,$110K - $130K,1
M,F,2,Partial College,Golden,Professional,Y,1,$150K +,2
S,M,4,Partial High School,Bronze,Skilled Manual,N,2,$30K - $50K,0
S,M,1,Partial High School,Normal,Manual,N,2,$30K - $50K,0
M,M,2,High School Degree,Bronze,Manual,N,3,$30K - $50K,2
S,M,2,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0
M,M,1,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,1
S,M,1,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0
S,F,1,Partial College,Bronze,Manual,N,1,$30K - $50K,0
M,M,3,Partial High School,Golden,Management,Y,3,$150K +,2
M,M,5,Partial College,Bronze,Professional,Y,1,$110K - $130K,0
