customer_id,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,location_id
c1047,S,M,3,Partial High School,Normal,Manual,N,1,$10K - $30K,0,loc73
c1048,M,F,2,Partial College,Golden,Professional,Y,1,$150K +,2,loc73
c1049,S,M,4,Partial High School,Bronze,Skilled Manual,N,2,$30K - $50K,0,loc73
c1053,S,M,1,Partial High School,Normal,Manual,N,2,$30K - $50K,0,loc73
c1054,S,F,2,Bachelors Degree,Bronze,Management,Y,2,$50K - $70K,0,loc73
c1055,M,M,2,High School Degree,Bronze,Manual,N,3,$30K - $50K,2,loc73
c1056,S,M,2,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,loc73
c1057,M,M,2,Partial High School,Bronze,Skilled Manual,Y,3,$30K - $50K,2,loc73
c1058,M,M,1,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,1,loc73
c1059,S,M,1,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,loc73
c1060,S,F,1,Partial College,Bronze,Manual,N,1,$30K - $50K,0,loc73
c1062,S,M,4,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,loc73
c1064,M,M,3,Partial High School,Golden,Management,Y,3,$150K +,2,loc73
c1065,M,M,5,Partial College,Bronze,Professional,Y,1,$110K - $130K,0,loc73
c1066,S,F,1,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,loc73
c1067,M,M,5,Partial High School,Normal,Manual,Y,1,$10K - $30K,3,loc73
c1068,S,F,0,Partial High School,Bronze,Professional,N,4,$130K - $150K,0,loc73
c1069,S,M,2,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,loc73
c1070,S,M,1,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0,loc73
c1071,S,F,2,Partial High School,Normal,Manual,N,2,$10K - $30K,0,loc82
c1074,S,M,4,Partial College,Bronze,Clerical,N,3,$30K - $50K,0,loc82
c1075,S,F,4,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,loc82
c1076,M,F,3,Partial College,Bronze,Clerical,Y,3,$30K - $50K,2,loc82
c1077,M,F,4,Partial High School,Silver,Skilled Manual,Y,2,$50K - $70K,4,loc82
c1078,M,F,4,Partial High School,Bronze,Skilled Manual,Y,4,$30K - $50K,0,loc82
c1079,S,F,3,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,loc82
c1080,M,M,5,High School Degree,Silver,Professional,N,2,$70K - $90K,3,loc82
c1082,M,F,3,Graduate Degree,Bronze,Professional,N,3,$110K - $130K,1,loc82
c1083,M,F,4,Bachelors Degree,Silver,Professional,Y,4,$50K - $70K,3,loc82
c1085,M,F,3,Partial College,Bronze,Professional,Y,3,$130K - $150K,3,loc82
c1086,M,M,4,High School Degree,Golden,Manual,N,3,$30K - $50K,4,loc82
c1089,S,M,3,Partial High School,Normal,Manual,N,2,$10K - $30K,0,loc82
c1090,S,M,2,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,loc82
c1091,M,M,2,High School Degree,Bronze,Professional,Y,1,$130K - $150K,0,loc82
c1092,M,M,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,2,loc82
c1093,S,F,2,Partial College,Bronze,Professional,Y,1,$30K - $50K,0,loc82
c1094,S,M,3,Partial High School,Bronze,Professional,N,1,$70K - $90K,0,loc82
c1096,S,M,0,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,0,loc82
c1097,M,F,3,High School Degree,Golden,Professional,N,4,$90K - $110K,3,loc82
c1099,M,M,3,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,loc82
c1100,S,F,0,Partial College,Bronze,Professional,N,2,$70K - $90K,0,loc82
c1101,M,F,5,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,4,loc82
c1102,M,F,2,Partial High School,Normal,Manual,Y,0,$10K - $30K,2,loc82
c1103,M,F,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,2,loc82
c1104,S,M,4,Bachelors Degree,Bronze,Management,Y,4,$50K - $70K,0,loc82
c1105,S,F,2,Partial High School,Normal,Manual,N,0,$10K - $30K,0,loc82
c1106,S,M,0,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,loc82
c1107,M,M,5,Partial High School,Golden,Professional,Y,3,$70K - $90K,3,loc82
c1108,S,F,3,Partial College,Bronze,Management,Y,2,$130K - $150K,0,loc82
c1109,S,F,2,Bachelors Degree,Silver,Professional,Y,2,$150K +,0,loc82
c1110,M,F,3,Partial College,Golden,Skilled Manual,Y,4,$30K - $50K,3,loc82
c1111,S,F,4,Partial High School,Bronze,Skilled Manual,N,3,$30K - $50K,0,loc82
c1112,S,F,5,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,loc82
c1113,S,F,1,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,loc82
c1115,M,F,1,High School Degree,Bronze,Manual,Y,1,$30K - $50K,1,loc82
c1116,M,F,2,Bachelors Degree,Silver,Professional,Y,1,$50K - $70K,2,loc82
c1118,M,M,3,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,2,loc100
c1119,S,F,1,Partial High School,Bronze,Skilled Manual,N,2,$10K - $30K,0,loc100
c1121,M,M,4,High School Degree,Silver,Skilled Manual,Y,4,$50K - $70K,4,loc100
c1122,M,F,4,Bachelors Degree,Golden,Professional,Y,2,$70K - $90K,4,loc100
c1124,S,M,1,High School Degree,Normal,Manual,Y,1,$30K - $50K,0,loc100
c1125,M,M,2,Partial High School,Normal,Manual,Y,2,$10K - $30K,1,loc100
c1127,S,F,1,Partial College,Bronze,Skilled Manual,Y,3,$50K - $70K,0,loc100
c1129,M,F,1,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0,loc100
c1130,S,M,2,Partial College,Bronze,Professional,N,1,$90K - $110K,0,loc100
c1131,S,M,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,loc100
c1133,M,F,1,Graduate Degree,Bronze,Professional,Y,3,$130K - $150K,1,loc100
c1137,S,F,5,Bachelors Degree,Normal,Professional,Y,0,$10K - $30K,0,loc100
c1139,M,M,4,High School Degree,Bronze,Manual,N,3,$30K - $50K,4,loc100
c1140,M,M,4,Bachelors Degree,Golden,Management,Y,3,$50K - $70K,4,loc100
c1141,M,F,1,Partial College,Bronze,Professional,Y,3,$30K - $50K,0,loc100
c1142,S,F,1,Partial College,Bronze,Management,Y,4,$110K - $130K,0,loc100
c1143,S,F,1,High School Degree,Bronze,Manual,N,1,$30K - $50K,0,loc100
c1144,S,F,5,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0,loc100
c1145,M,F,3,High School Degree,Normal,Manual,N,2,$10K - $30K,2,loc100
c1146,M,F,5,High School Degree,Golden,Skilled Manual,Y,3,$30K - $50K,5,loc100
c1148,S,M,3,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,loc100
c1150,S,F,3,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,loc100
c1151,S,M,0,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,loc100
c1152,M,M,3,Partial College,Golden,Professional,Y,3,$30K - $50K,3,loc100
c1154,M,M,2,Graduate Degree,Silver,Professional,Y,1,$150K +,1,loc100
c1157,M,M,3,High School Degree,Bronze,Manual,Y,4,$30K - $50K,2,loc100
c1158,M,M,5,High School Degree,Golden,Management,Y,3,$110K - $130K,3,loc100
c1159,M,F,3,Bachelors Degree,Bronze,Management,Y,2,$70K - $90K,0,loc100
c1160,S,M,1,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,loc100
c1162,S,F,0,Partial High School,Normal,Manual,N,1,$10K - $30K,0,loc100
c1164,M,M,4,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,2,loc100
c1165,S,F,2,High School Degree,Bronze,Skilled Manual,N,2,$50K - $70K,0,loc100
c1166,S,M,3,Partial High School,Golden,Skilled Manual,Y,1,$10K - $30K,0,loc100
c1167,S,F,4,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,loc100
c1168,S,M,1,Partial High School,Golden,Professional,Y,3,$110K - $130K,0,loc100
c1169,S,M,4,Graduate Degree,Silver,Management,Y,2,$90K - $110K,0,loc100
c1171,S,M,3,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,0,loc100
c1173,S,F,0,Bachelors Degree,Bronze,Management,Y,2,$70K - $90K,0,loc100
c1174,S,M,4,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,loc100
c1176,M,F,2,High School Degree,Bronze,Manual,N,2,$30K - $50K,2,loc100
c1177,M,M,3,Partial High School,Normal,Manual,N,0,$10K - $30K,3,loc100
c1178,S,F,1,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,loc100
c1179,M,M,1,High School Degree,Bronze,Manual,N,4,$30K - $50K,1,loc110
c1180,M,F,2,Bachelors Degree,Silver,Management,Y,2,$70K - $90K,0,loc110
c1182,M,M,3,Bachelors Degree,Golden,Professional,Y,3,$50K - $70K,3,loc110
c1183,S,M,1,Bachelors Degree,Silver,Professional,Y,3,$150K +,0,loc110
c1184,S,F,4,Partial High School,Silver,Management,Y,2,$90K - $110K,0,loc110
c1185,S,F,2,High School Degree,Bronze,Professional,Y,3,$130K - $150K,0,loc110
c1186,M,F,1,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,0,loc110
c1187,S,F,3,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,loc110
c1192,M,M,3,Bachelors Degree,Golden,Professional,Y,2,$90K - $110K,3,loc113
c1195,M,M,5,High School Degree,Bronze,Skilled Manual,Y,1,$30K - $50K,0,loc113
c1197,M,F,4,Partial High School,Golden,Skilled Manual,Y,2,$50K - $70K,4,loc113
c1198,S,F,1,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,0,loc113
c1199,M,F,1,Partial College,Bronze,Management,Y,1,$50K - $70K,1,loc113
c1201,M,M,2,Bachelors Degree,Bronze,Management,Y,3,$90K - $110K,1,loc113
c1206,S,F,4,High School Degree,Silver,Professional,Y,2,$150K +,0,loc113
c1209,M,M,3,High School Degree,Golden,Manual,Y,3,$50K - $70K,3,loc113
c1211,M,F,4,Bachelors Degree,Silver,Professional,Y,2,$70K - $90K,2,loc113
c1212,S,M,4,Partial College,Bronze,Skilled Manual,N,2,$30K - $50K,0,loc113
c1215,M,M,1,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,1,loc113
c1216,M,M,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,loc113
c1217,M,F,2,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,loc113
c1218,S,F,4,Partial High School,Bronze,Skilled Manual,N,2,$30K - $50K,0,loc113
c1219,S,M,4,Partial High School,Normal,Manual,N,1,$10K - $30K,0,loc113
c1221,S,F,5,Partial High School,Silver,Skilled Manual,N,1,$10K - $30K,0,loc113
c1223,M,M,1,Partial High School,Bronze,Manual,Y,3,$50K - $70K,0,loc113
c1224,S,F,2,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,loc113
c1225,M,F,0,Bachelors Degree,Normal,Professional,Y,3,$70K - $90K,0,loc113
c1228,M,M,4,High School Degree,Golden,Skilled Manual,Y,1,$30K - $50K,2,loc113
c1230,S,M,1,Bachelors Degree,Bronze,Management,N,4,$50K - $70K,0,loc113
c1231,S,M,1,Partial College,Normal,Management,Y,1,$130K - $150K,0,loc126
c1232,S,F,2,High School Degree,Bronze,Professional,Y,2,$70K - $90K,0,loc126
c1233,S,M,0,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,0,loc126
c1235,M,F,5,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,1,loc126
c1236,M,M,3,Bachelors Degree,Silver,Professional,Y,4,$150K +,1,loc126
c1238,S,F,4,Bachelors Degree,Silver,Management,Y,3,$50K - $70K,0,loc126
c1246,S,F,4,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,loc0
c1259,S,M,3,Graduate Degree,Bronze,Professional,Y,3,$130K - $150K,0,loc0
c1262,S,M,1,High School Degree,Normal,Manual,N,1,$30K - $50K,0,loc0
c1263,M,M,4,Partial College,Bronze,Management,Y,3,$30K - $50K,2,loc0
c1265,M,M,1,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,loc0
c1274,S,F,2,Bachelors Degree,Silver,Professional,N,3,$50K - $70K,0,loc0
c1275,M,F,3,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,2,loc0
c1277,M,F,5,Graduate Degree,Golden,Management,Y,3,$70K - $90K,3,loc0
c1278,M,M,5,Partial High School,Normal,Manual,Y,1,$10K - $30K,4,loc0
c1279,S,M,5,Partial High School,Bronze,Professional,Y,2,$90K - $110K,0,loc0
c1281,M,F,2,Graduate Degree,Bronze,Management,Y,2,$70K - $90K,1,loc0
c1283,S,M,4,Bachelors Degree,Normal,Professional,Y,3,$70K - $90K,0,loc0
c1286,S,M,5,Graduate Degree,Golden,Professional,Y,4,$110K - $130K,0,loc0
c1288,S,M,4,High School Degree,Golden,Manual,Y,2,$30K - $50K,0,loc0
c1292,M,M,2,Partial College,Bronze,Professional,Y,1,$130K - $150K,2,loc0
c1293,S,M,3,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,loc0
c1296,M,M,1,Bachelors Degree,Bronze,Professional,Y,4,$70K - $90K,0,loc0
c1298,M,F,3,High School Degree,Golden,Manual,N,3,$30K - $50K,3,loc0
c1300,S,M,5,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,loc0
c1306,M,M,2,High School Degree,Bronze,Management,N,2,$130K - $150K,1,loc0
c1307,S,F,1,Bachelors Degree,Silver,Professional,N,2,$50K - $70K,0,loc0
c1311,S,F,2,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,loc0
c1312,S,F,1,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,loc0
c1314,S,F,4,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,0,loc0
c1317,M,M,3,High School Degree,Golden,Professional,Y,3,$130K - $150K,3,loc0
c1321,S,M,0,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,loc0
c1324,S,M,2,Partial College,Bronze,Professional,Y,1,$30K - $50K,0,loc0
c1337,S,F,2,Bachelors Degree,Golden,Professional,N,3,$90K - $110K,0,loc0
c1339,M,M,1,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,1,loc0
c1344,M,F,2,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,2,loc0
c1346,M,M,3,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,2,loc0
c1349,M,M,3,Partial High School,Silver,Skilled Manual,Y,2,$30K - $50K,3,loc0
c1354,S,M,4,High School Degree,Bronze,Professional,Y,2,$130K - $150K,0,loc0
c1357,S,F,0,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,loc0
c1362,M,F,1,High School Degree,Bronze,Professional,N,4,$70K - $90K,0,loc0
c1364,M,F,5,Partial College,Golden,Professional,Y,1,$30K - $50K,2,loc0
c1366,S,M,1,Partial High School,Normal,Manual,N,0,$10K - $30K,0,loc0
c1368,S,F,3,Partial High School,Silver,Professional,Y,2,$150K +,0,loc0
c1371,M,M,5,Bachelors Degree,Golden,Management,N,3,$50K - $70K,3,loc0
c1372,S,F,2,High School Degree,Silver,Skilled Manual,Y,3,$30K - $50K,0,loc0
c1373,M,M,0,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,loc0
c1375,M,F,4,High School Degree,Bronze,Professional,Y,2,$90K - $110K,2,loc0
c1379,M,M,1,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,0,loc0
c1384,M,F,4,Graduate Degree,Bronze,Professional,Y,2,$90K - $110K,2,loc0
c1388,S,F,1,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,loc0
c1389,M,M,0,High School Degree,Normal,Skilled Manual,N,1,$10K - $30K,0,loc0
c1399,S,F,1,Partial College,Bronze,Manual,N,2,$50K - $70K,0,loc0
c1403,S,F,2,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,loc0
c1406,S,M,3,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,0,loc0
c1408,M,F,2,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,2,loc0
c1410,S,M,2,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,0,loc0
c1411,M,M,4,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,2,loc0
c1421,S,F,2,High School Degree,Bronze,Management,Y,3,$90K - $110K,0,loc0
c1428,S,F,4,Partial High School,Silver,Management,N,2,$70K - $90K,0,loc0
c1429,S,F,0,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,loc0
c1430,M,F,3,Graduate Degree,Golden,Professional,N,3,$70K - $90K,3,loc0
c1432,S,M,0,High School Degree,Silver,Manual,N,3,$30K - $50K,0,loc0
c1435,S,M,3,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,loc0
c1436,M,M,1,High School Degree,Normal,Professional,Y,2,$110K - $130K,1,loc0
c1439,S,M,4,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,loc0
c1442,S,M,4,Partial High School,Silver,Manual,N,2,$30K - $50K,0,loc0
c1444,M,M,4,Bachelors Degree,Golden,Professional,Y,4,$50K - $70K,4,loc0
c1448,M,F,4,Graduate Degree,Bronze,Professional,Y,3,$130K - $150K,2,loc0
c1457,S,M,2,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,loc0
c1464,M,F,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,4,loc0
c1467,M,F,0,Bachelors Degree,Bronze,Management,Y,4,$70K - $90K,0,loc0
c1469,M,M,1,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,loc0
c1473,M,M,4,Partial High School,Bronze,Management,N,3,$130K - $150K,1,loc0
c1476,S,F,5,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0,loc0
c1477,M,F,1,Partial High School,Bronze,Management,N,2,$90K - $110K,1,loc0
c1479,S,F,1,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,loc0
c1481,M,M,5,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,1,loc0
c1483,S,F,2,Partial College,Bronze,Manual,N,3,$50K - $70K,0,loc0
c1489,S,M,0,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,loc0
c1490,S,F,1,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,loc0
c1492,M,F,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,1,loc0
c1495,M,F,4,Bachelors Degree,Golden,Professional,Y,3,$50K - $70K,3,loc0
c1496,M,M,0,High School Degree,Normal,Skilled Manual,Y,2,$10K - $30K,0,loc0
c1497,S,F,4,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,loc0
c1499,M,F,4,High School Degree,Golden,Management,Y,3,$90K - $110K,4,loc0
c1507,S,F,2,High School Degree,Bronze,Professional,N,3,$70K - $90K,0,loc0
c1508,S,M,3,High School Degree,Normal,Manual,Y,3,$30K - $50K,0,loc0
c1509,S,F,2,Bachelors Degree,Normal,Professional,Y,1,$50K - $70K,0,loc0
c1511,M,M,0,High School Degree,Normal,Skilled Manual,Y,1,$10K - $30K,0,loc0
c1515,S,M,3,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0,loc0
c1516,M,M,2,Partial College,Silver,Skilled Manual,Y,2,$30K - $50K,1,loc0
c1518,M,M,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1,loc0
c1520,M,M,3,Bachelors Degree,Golden,Professional,Y,3,$70K - $90K,3,loc0
c1523,S,F,3,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,0,loc0
c1525,M,M,2,High School Degree,Normal,Manual,Y,1,$10K - $30K,1,loc0
c1528,S,F,1,High School Degree,Silver,Manual,N,3,$50K - $70K,0,loc0
c1529,M,F,1,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,loc0
c1531,S,M,4,Partial High School,Bronze,Skilled Manual,N,4,$50K - $70K,0,loc0
c1535,S,M,2,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,loc0
c1541,S,F,1,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0,loc0
c1543,S,M,4,Partial High School,Bronze,Professional,Y,3,$130K - $150K,0,loc0
c1544,S,M,4,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0,loc0
c1548,M,F,3,High School Degree,Bronze,Professional,Y,2,$130K - $150K,2,loc0
c1550,S,F,4,Graduate Degree,Bronze,Professional,Y,2,$130K - $150K,0,loc0
c1551,M,F,3,High School Degree,Silver,Management,Y,3,$90K - $110K,0,loc0
c1554,S,F,1,Partial College,Bronze,Professional,Y,4,$130K - $150K,0,loc0
c1557,M,F,5,Bachelors Degree,Silver,Professional,Y,2,$70K - $90K,4,loc0
c1558,S,F,3,Partial High School,Bronze,Skilled Manual,N,0,$10K - $30K,0,loc0
c1559,S,M,2,High School Degree,Bronze,Manual,Y,1,$30K - $50K,0,loc0
c1561,S,F,3,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,loc0
c1570,S,M,4,High School Degree,Golden,Skilled Manual,N,3,$30K - $50K,0,loc0
c1573,M,M,3,Bachelors Degree,Golden,Professional,N,4,$50K - $70K,3,loc0
c1574,M,F,3,High School Degree,Golden,Skilled Manual,N,3,$30K - $50K,3,loc0
c1577,S,F,2,Bachelors Degree,Silver,Management,Y,2,$90K - $110K,0,loc0
c1579,M,F,2,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,1,loc0
c1581,M,M,4,High School Degree,Normal,Skilled Manual,Y,4,$30K - $50K,3,loc0
c1582,S,M,0,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0,loc0
c1583,M,M,4,Partial High School,Bronze,Manual,Y,4,$30K - $50K,1,loc0
c1585,M,M,2,High School Degree,Normal,Manual,Y,1,$50K - $70K,2,loc0
c1586,S,M,2,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,loc0
c1589,S,M,5,Graduate Degree,Bronze,Professional,Y,4,$50K - $70K,0,loc0
c1590,M,M,4,High School Degree,Bronze,Management,N,3,$70K - $90K,2,loc0
c1591,S,F,3,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,loc0
c1596,S,F,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,loc0
c1597,S,F,1,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0,loc0
c1600,S,F,4,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,loc0
c1602,M,M,0,High School Degree,Silver,Manual,Y,1,$30K - $50K,0,loc0
c1604,S,F,3,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,loc0
c1605,S,F,2,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,loc0
c1607,S,M,1,Partial College,Bronze,Clerical,Y,2,$30K - $50K,0,loc0
c1616,S,M,0,Partial High School,Normal,Manual,N,0,$10K - $30K,0,loc0
c1618,M,F,0,Partial College,Bronze,Management,Y,3,$30K - $50K,0,loc0
c1619,M,M,2,High School Degree,Bronze,Manual,Y,2,$30K - $50K,1,loc0
c1621,S,M,0,Partial High School,Normal,Manual,N,1,$10K - $30K,0,loc0
c1623,M,F,4,Partial High School,Golden,Skilled Manual,N,2,$30K - $50K,4,loc0
c1624,S,F,1,High School Degree,Bronze,Professional,Y,2,$110K - $130K,0,loc0
c1629,M,M,1,Bachelors Degree,Silver,Professional,Y,3,$70K - $90K,1,loc0
c1631,S,F,1,Partial High School,Bronze,Skilled Manual,N,4,$50K - $70K,0,loc0
c1636,S,F,1,Bachelors Degree,Bronze,Professional,Y,2,$30K - $50K,0,loc0
c1639,S,M,0,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,loc0
c1640,S,F,1,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0,loc0
c1641,S,M,5,Partial High School,Bronze,Manual,N,4,$30K - $50K,0,loc0
c1643,M,F,1,Partial High School,Normal,Manual,N,1,$10K - $30K,0,loc0
c1645,S,F,5,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,loc0
c1649,M,M,3,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,1,loc0
c1651,S,F,3,Partial High School,Silver,Manual,Y,1,$50K - $70K,0,loc0
c1652,S,F,4,Bachelors Degree,Normal,Management,N,3,$50K - $70K,0,loc0
c1653,S,F,5,High School Degree,Bronze,Skilled Manual,N,1,$30K - $50K,0,loc0
c1655,S,M,1,Bachelors Degree,Silver,Professional,Y,4,$50K - $70K,0,loc0
c1657,M,M,4,High School Degree,Normal,Manual,Y,1,$10K - $30K,2,loc0
c1660,S,F,0,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,0,loc0
c1663,M,F,4,Partial High School,Normal,Manual,Y,2,$10K - $30K,4,loc0
c1666,M,F,3,Partial College,Golden,Professional,Y,3,$50K - $70K,3,loc18
c1667,M,F,3,Partial College,Golden,Professional,Y,3,$150K +,3,loc18
c1668,M,F,4,High School Degree,Bronze,Professional,Y,1,$110K - $130K,1,loc18
c1675,S,M,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,loc18
c1679,M,F,5,Graduate Degree,Golden,Management,Y,3,$70K - $90K,4,loc18
c1681,S,M,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,loc18
c1695,S,F,0,Partial High School,Bronze,Management,Y,3,$90K - $110K,0,loc18
c1697,S,F,2,High School Degree,Bronze,Skilled Manual,N,2,$50K - $70K,0,loc18
c1699,S,M,0,Partial College,Bronze,Manual,N,3,$30K - $50K,0,loc18
c1701,M,M,4,High School Degree,Normal,Manual,Y,3,$30K - $50K,1,loc18
c1702,S,F,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,loc18
c1708,S,F,3,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,loc18
c1718,S,M,3,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,loc18
c1727,S,M,3,Graduate Degree,Bronze,Professional,N,3,$70K - $90K,0,loc18
c1729,M,M,5,Bachelors Degree,Bronze,Management,N,2,$30K - $50K,2,loc18
c1731,M,F,1,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,1,loc18
c1737,M,M,1,Partial High School,Bronze,Skilled Manual,Y,1,$10K - $30K,0,loc18
c1739,M,M,4,High School Degree,Bronze,Manual,N,4,$30K - $50K,2,loc18
c1742,S,M,1,Bachelors Degree,Bronze,Professional,Y,4,$130K - $150K,0,loc18
c1746,M,M,3,High School Degree,Golden,Skilled Manual,N,2,$30K - $50K,3,loc18
c1757,M,F,1,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,loc18
c1760,M,M,2,Bachelors Degree,Silver,Professional,Y,2,$50K - $70K,1,loc18
c1762,M,M,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,4,loc18
c1765,M,F,1,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,loc18
c1768,S,M,2,High School Degree,Bronze,Professional,Y,1,$130K - $150K,0,loc18
c1776,S,M,1,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,loc18
c1777,S,M,5,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,loc18
c1799,S,M,3,High School Degree,Golden,Manual,N,1,$10K - $30K,0,loc18
c1803,S,M,2,Partial High School,Silver,Professional,Y,4,$130K - $150K,0,loc18
c1807,M,F,0,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,0,loc18
c1811,S,F,4,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,0,loc18
