product_id,brand_name,food_category,food_department,food_family,SRP,gross_weight,net_weight,recyclable_package,low_fat,units_per_case
prod8060,Consolidated,Decongestants,Health and Hygiene,Non-Consumable,2.2,9.19,6.18,1,0,6
prod8061,Bird Call,Decongestants,Health and Hygiene,Non-Consumable,0.54,17.3,16.2,1,0,15
prod8062,Consolidated,Decongestants,Health and Hygiene,Non-Consumable,2.67,12.8,10.8,1,0,16
prod8064,Steady,Decongestants,Health and Hygiene,Non-Consumable,1.97,19.9,17.8,0,0,14
prod8065,Faux Products,Decongestants,Health and Hygiene,Non-Consumable,1.74,16.7,13.7,1,0,10
prod8066,Bird Call,Decongestants,Health and Hygiene,Non-Consumable,1.88,20.9,18.8,1,0,25
prod8068,Hilltop,Decongestants,Health and Hygiene,Non-Consumable,1.68,21.5,18.5,1,0,22
prod8080,Hilltop,Decongestants,Health and Hygiene,Non-Consumable,2.13,21.1,19.1,1,0,25
prod8310,Ship Shape,Meat,Meat,Food,1.75,8.26,6.26,0,0,31
prod8311,Footnote,Meat,Meat,Food,0.97,13.2,11.1,0,0,25
prod8312,Genteel,Meat,Meat,Food,1.15,11.1,9.1,1,0,15
prod8315,Footnote,Meat,Meat,Food,1.49,13.0,11.0,0,1,32
prod8316,Quick,Meat,Meat,Food,3.64,15.6,14.6,1,0,22
prod8317,Genteel,Meat,Meat,Food,1.9,11.3,8.3,1,0,34
prod8318,Gerolli,Meat,Meat,Food,3.38,13.8,11.8,1,1,4
prod8320,Quick,Meat,Meat,Food,2.61,20.9,17.8,1,0,6
prod8327,Gerolli,Meat,Meat,Food,1.34,19.5,17.5,1,0,26
prod8349,Ship Shape,Meat,Meat,Food,2.97,13.4,11.3,1,1,27
prod8555,Super,Hot Beverages,Beverages,Drink,1.7,6.09,3.09,1,0,14
prod8556,BBB Best,Hot Beverages,Beverages,Drink,2.57,15.2,13.1,1,0,6
prod8557,Plato,Hot Beverages,Beverages,Drink,2.81,6.23,5.23,1,0,31
prod8558,CDR,Hot Beverages,Beverages,Drink,2.29,9.52,7.52,0,0,31
prod8559,Plato,Hot Beverages,Beverages,Drink,2.19,6.78,4.78,0,0,33
prod8560,BBB Best,Hot Beverages,Beverages,Drink,2.87,17.1,15.1,0,0,34
prod8561,BBB Best,Hot Beverages,Beverages,Drink,1.12,17.2,15.2,0,0,16
prod8563,Super,Hot Beverages,Beverages,Drink,2.86,18.9,16.8,0,0,33
prod8564,Super,Hot Beverages,Beverages,Drink,0.5,11.0,8.0,1,0,36
prod8566,Landslide,Hot Beverages,Beverages,Drink,2.78,13.3,10.3,0,0,26
prod8568,Plato,Hot Beverages,Beverages,Drink,2.96,9.43,7.43,1,0,32
prod8573,Landslide,Hot Beverages,Beverages,Drink,2.31,18.9,16.8,1,0,3
prod8576,CDR,Hot Beverages,Beverages,Drink,2.73,16.7,14.7,1,0,14
prod8579,Plato,Hot Beverages,Beverages,Drink,0.56,16.7,13.7,0,0,33
prod8583,CDR,Hot Beverages,Beverages,Drink,3.4,10.4,8.39,0,0,12
prod8590,Landslide,Hot Beverages,Beverages,Drink,2.32,9.79,7.78,1,0,21
prod8591,Super,Hot Beverages,Beverages,Drink,1.37,7.96,5.96,0,0,16
prod8596,Landslide,Hot Beverages,Beverages,Drink,2.13,14.9,12.8,0,0,9
prod8605,CDR,Hot Beverages,Beverages,Drink,3.58,11.3,10.3,1,0,35
prod8615,BBB Best,Hot Beverages,Beverages,Drink,1.44,16.2,14.2,0,0,18
prod9004,Even Better,Dairy,Dairy,Drink,1.15,21.7,19.7,0,0,35
prod9005,Gorilla,Dairy,Dairy,Drink,3.69,14.3,13.3,1,0,3
prod9006,Even Better,Dairy,Dairy,Drink,1.25,8.02,6.02,0,0,20
prod9007,Gorilla,Dairy,Dairy,Drink,1.47,13.4,10.3,1,0,3
prod9008,Even Better,Dairy,Dairy,Drink,3.29,21.8,18.7,1,0,23
prod9009,Club,Dairy,Dairy,Drink,0.61,20.1,18.1,0,0,33
prod9010,Booker,Dairy,Dairy,Drink,1.32,18.6,16.6,1,0,28
prod9011,Club,Dairy,Dairy,Drink,0.71,20.6,18.6,1,0,21
prod9012,Carlson,Dairy,Dairy,Drink,3.49,11.6,9.6,1,0,27
prod9013,Club,Dairy,Dairy,Drink,2.31,15.5,13.5,0,0,18
prod9014,Booker,Dairy,Dairy,Drink,3.46,15.1,13.1,1,0,13
prod9015,Club,Dairy,Dairy,Drink,1.4,18.8,15.7,0,0,1
prod9018,Carlson,Dairy,Dairy,Drink,2.3,19.4,17.3,0,0,31
prod9019,Carlson,Dairy,Dairy,Drink,0.66,9.78,7.77,1,0,13
prod9020,Gorilla,Dairy,Dairy,Drink,1.49,20.3,17.2,1,0,31
prod9025,Club,Dairy,Dairy,Drink,2.66,7.03,5.03,0,0,2
prod9028,Booker,Dairy,Dairy,Drink,2.58,18.3,16.2,0,0,14
prod9029,Even Better,Dairy,Dairy,Drink,0.85,14.8,12.8,1,0,6
prod9041,Booker,Dairy,Dairy,Drink,0.57,16.3,15.2,0,0,27
prod9043,Carlson,Dairy,Dairy,Drink,1.14,14.4,12.3,0,0,13
prod9045,Gorilla,Dairy,Dairy,Drink,0.61,10.4,7.39,1,0,14
prod9049,Gorilla,Dairy,Dairy,Drink,2.3,9.43,8.43,1,0,20
prod9053,Booker,Dairy,Dairy,Drink,2.47,13.1,11.1,0,0,29
prod9055,Carlson,Dairy,Dairy,Drink,0.92,6.63,5.63,1,0,35
prod9057,Even Better,Dairy,Dairy,Drink,0.79,15.7,12.6,0,0,6
prod9611,Super,Jams and Jellies,Baking Goods,Food,0.53,10.8,8.8,0,1,22
prod9612,Landslide,Jams and Jellies,Baking Goods,Food,2.65,11.3,9.3,0,0,20
prod9613,Plato,Jams and Jellies,Baking Goods,Food,0.73,20.9,17.8,0,1,23
prod9614,BBB Best,Jams and Jellies,Baking Goods,Food,2.8,7.54,4.53,0,1,6
prod9615,Super,Jams and Jellies,Baking Goods,Food,2.18,8.82,7.81,0,1,24
prod9616,CDR,Jams and Jellies,Baking Goods,Food,0.67,21.0,19.0,1,0,1
prod9617,CDR,Jams and Jellies,Baking Goods,Food,1.2,15.4,13.3,1,0,15
prod9618,Super,Jams and Jellies,Baking Goods,Food,0.76,10.8,8.8,1,1,29
prod9619,BBB Best,Jams and Jellies,Baking Goods,Food,1.65,9.38,7.38,1,1,33
prod9620,Super,Jams and Jellies,Baking Goods,Food,3.12,9.4,8.39,1,1,21
prod9621,CDR,Jams and Jellies,Baking Goods,Food,1.46,17.0,16.0,1,1,34
prod9622,Landslide,Jams and Jellies,Baking Goods,Food,1.39,9.36,7.35,1,0,22
prod9623,Plato,Jams and Jellies,Baking Goods,Food,2.75,9.02,6.02,0,1,32
prod9625,Plato,Jams and Jellies,Baking Goods,Food,3.33,12.6,11.6,1,0,25
prod9626,Landslide,Jams and Jellies,Baking Goods,Food,2.27,7.14,5.13,1,1,24
prod9627,Plato,Jams and Jellies,Baking Goods,Food,1.54,14.5,13.5,1,0,15
prod9631,Landslide,Jams and Jellies,Baking Goods,Food,2.38,11.6,10.6,1,0,12
prod9635,BBB Best,Jams and Jellies,Baking Goods,Food,0.56,8.86,6.85,1,1,25
prod9638,BBB Best,Jams and Jellies,Baking Goods,Food,3.61,21.8,18.7,1,1,25
prod9642,CDR,Jams and Jellies,Baking Goods,Food,1.81,7.7,4.69,0,1,17
prod9647,BBB Best,Jams and Jellies,Baking Goods,Food,2.59,13.2,10.1,0,1,30
prod9650,Plato,Jams and Jellies,Baking Goods,Food,2.28,12.7,10.6,1,0,6
prod9656,Landslide,Jams and Jellies,Baking Goods,Food,2.25,6.14,5.13,0,0,3
prod9663,Super,Jams and Jellies,Baking Goods,Food,1.68,16.6,14.6,0,0,27
prod9802,CDR,Jams and Jellies,Baking Goods,Food,1.62,21.0,20.0,0,0,7
prod10169,Excellent,Carbonated Beverages,Beverages,Drink,2.18,13.1,11.1,1,0,22
prod10170,Fabulous,Carbonated Beverages,Beverages,Drink,2.47,18.6,16.6,1,0,1
prod10172,Excellent,Carbonated Beverages,Beverages,Drink,0.96,15.5,14.5,0,0,29
prod10173,Excellent,Carbonated Beverages,Beverages,Drink,1.31,7.28,5.28,1,0,22
prod10174,Token,Carbonated Beverages,Beverages,Drink,1.7,7.64,4.63,1,0,31
prod10175,Skinner,Carbonated Beverages,Beverages,Drink,3.67,8.31,7.31,1,0,7
prod10177,Skinner,Carbonated Beverages,Beverages,Drink,1.24,20.7,18.7,1,0,14
prod10182,Washington,Carbonated Beverages,Beverages,Drink,1.15,15.8,13.8,0,0,14
prod10184,Excellent,Carbonated Beverages,Beverages,Drink,2.47,17.8,16.7,1,0,8
prod10187,Token,Carbonated Beverages,Beverages,Drink,0.55,10.0,8.0,0,0,10
prod10188,Fabulous,Carbonated Beverages,Beverages,Drink,0.88,16.4,15.3,1,0,17
prod10189,Skinner,Carbonated Beverages,Beverages,Drink,1.71,8.77,5.77,1,0,27
prod10190,Washington,Carbonated Beverages,Beverages,Drink,2.19,6.66,4.65,1,0,7
prod10194,Fabulous,Carbonated Beverages,Beverages,Drink,2.28,12.3,9.3,0,0,5
prod10201,Token,Carbonated Beverages,Beverages,Drink,1.29,6.73,4.73,0,0,9
prod10204,Token,Carbonated Beverages,Beverages,Drink,1.4,16.4,14.3,1,0,12
prod10205,Washington,Carbonated Beverages,Beverages,Drink,2.61,18.0,17.0,1,0,11
prod10211,Skinner,Carbonated Beverages,Beverages,Drink,1.22,15.2,13.1,1,0,29
prod10225,Washington,Carbonated Beverages,Beverages,Drink,3.64,10.6,9.6,1,0,26
prod10244,Fabulous,Carbonated Beverages,Beverages,Drink,2.34,17.7,14.7,0,0,13
prod10683,Dual City,Seafood,Seafood,Food,0.52,18.8,16.7,1,0,33
prod10684,Kiwi,Seafood,Seafood,Food,2.25,18.4,16.3,1,1,31
prod10686,Tip Top,Seafood,Seafood,Food,0.79,14.1,11.1,1,0,10
prod10687,Amigo,Seafood,Seafood,Food,2.96,21.4,18.3,1,0,23
prod10688,Curlew,Seafood,Seafood,Food,1.62,8.97,6.97,0,0,19
prod10808,CDR,Baking Goods,Baking Goods,Food,0.95,8.22,6.22,1,1,19
prod10809,BBB Best,Baking Goods,Baking Goods,Food,0.73,8.09,6.09,1,0,30
prod10810,Super,Baking Goods,Baking Goods,Food,1.6,10.6,8.6,0,0,5
prod10814,Plato,Baking Goods,Baking Goods,Food,3.71,11.8,10.8,0,0,28
prod10817,Landslide,Baking Goods,Baking Goods,Food,1.25,9.48,6.47,0,0,27
prod10916,Colossal,Starchy Foods,Starchy Foods,Food,2.56,8.6,6.6,0,1,10
prod10917,Shady Lake,Starchy Foods,Starchy Foods,Food,3.39,19.7,18.7,1,1,9
prod10919,Monarch,Starchy Foods,Starchy Foods,Food,2.9,8.2,5.19,1,0,18
prod10920,Jardon,Starchy Foods,Starchy Foods,Food,0.54,13.7,10.6,1,0,28
prod10921,Medalist,Starchy Foods,Starchy Foods,Food,3.8,13.9,11.8,1,0,1
prod10922,Medalist,Starchy Foods,Starchy Foods,Food,3.38,17.5,14.5,1,0,5
prod10923,Shady Lake,Starchy Foods,Starchy Foods,Food,2.67,19.0,17.0,1,0,29
prod10924,Discover,Starchy Foods,Starchy Foods,Food,1.61,16.0,14.0,1,0,7
prod10926,Medalist,Starchy Foods,Starchy Foods,Food,1.34,21.0,20.0,1,0,31
prod10929,Discover,Starchy Foods,Starchy Foods,Food,0.88,8.06,6.06,0,1,5
prod10931,Jardon,Starchy Foods,Starchy Foods,Food,0.96,17.7,15.7,1,1,9
prod10935,Monarch,Starchy Foods,Starchy Foods,Food,2.6,13.0,10.0,0,0,22
prod10939,Jardon,Starchy Foods,Starchy Foods,Food,1.2,11.5,9.5,1,1,22
prod10940,Colossal,Starchy Foods,Starchy Foods,Food,3.37,21.9,19.8,1,0,12
prod10946,Colossal,Starchy Foods,Starchy Foods,Food,1.87,14.7,13.6,1,0,23
prod10947,Discover,Starchy Foods,Starchy Foods,Food,2.61,21.7,20.7,1,1,6
prod10948,Monarch,Starchy Foods,Starchy Foods,Food,1.38,13.3,11.3,1,1,35
prod10961,Shady Lake,Starchy Foods,Starchy Foods,Food,2.51,8.94,5.93,0,0,11
prod11337,Horatio,Snack Foods,Snack Foods,Food,2.76,11.0,8.0,1,1,1
prod11338,Nationeel,Snack Foods,Snack Foods,Food,1.42,7.31,5.3,1,1,8
prod11339,Nationeel,Snack Foods,Snack Foods,Food,2.26,13.9,12.8,0,0,23
prod11340,Best Choice,Snack Foods,Snack Foods,Food,0.68,16.0,14.0,1,0,21
prod11341,Fast,Snack Foods,Snack Foods,Food,2.84,7.92,6.92,1,1,4
prod11342,Horatio,Snack Foods,Snack Foods,Food,3.9,10.6,8.6,1,0,17
prod11343,Nationeel,Snack Foods,Snack Foods,Food,2.94,8.24,6.23,1,0,22
prod11345,Fort West,Snack Foods,Snack Foods,Food,2.58,17.1,14.1,0,1,26
prod11346,Best Choice,Snack Foods,Snack Foods,Food,3.95,15.0,12.0,0,1,29
prod11348,Best Choice,Snack Foods,Snack Foods,Food,1.73,8.24,6.23,0,0,32
prod11349,Fast,Snack Foods,Snack Foods,Food,3.87,21.7,18.7,1,0,15
prod11351,Fort West,Snack Foods,Snack Foods,Food,2.2,8.28,6.27,1,0,17
prod11352,Fast,Snack Foods,Snack Foods,Food,0.93,20.9,18.8,1,1,13
prod11353,Best Choice,Snack Foods,Snack Foods,Food,3.19,20.3,19.2,1,0,36
prod11354,Fast,Snack Foods,Snack Foods,Food,2.42,20.1,17.1,0,0,12
prod11356,Fast,Snack Foods,Snack Foods,Food,1.91,7.41,5.4,0,0,24
prod11358,Nationeel,Snack Foods,Snack Foods,Food,1.65,8.31,6.31,0,0,31
prod11359,Best Choice,Snack Foods,Snack Foods,Food,3.66,15.2,13.1,0,0,36
prod11360,Nationeel,Snack Foods,Snack Foods,Food,1.63,12.5,10.5,1,1,34
prod11361,Fort West,Snack Foods,Snack Foods,Food,1.8,11.7,8.69,1,0,3
prod11364,Fast,Snack Foods,Snack Foods,Food,0.96,6.59,4.59,1,1,8
prod11365,Nationeel,Snack Foods,Snack Foods,Food,0.66,14.4,11.3,0,0,2
prod11366,Best Choice,Snack Foods,Snack Foods,Food,2.59,9.51,7.51,0,1,23
prod11368,Best Choice,Snack Foods,Snack Foods,Food,0.76,10.4,7.39,1,1,22
prod11369,Nationeel,Snack Foods,Snack Foods,Food,1.71,16.3,13.2,0,0,31
prod11370,Horatio,Snack Foods,Snack Foods,Food,1.71,17.1,14.1,1,1,6
prod11372,Fort West,Snack Foods,Snack Foods,Food,2.41,21.8,19.7,1,0,9
prod11374,Fort West,Snack Foods,Snack Foods,Food,2.36,6.68,4.67,0,1,7
prod11382,Horatio,Snack Foods,Snack Foods,Food,2.82,18.3,15.2,1,0,25
prod11385,Horatio,Snack Foods,Snack Foods,Food,1.88,16.1,15.1,0,0,12
prod11387,Best Choice,Snack Foods,Snack Foods,Food,1.98,15.7,14.6,0,1,12
prod11388,Fast,Snack Foods,Snack Foods,Food,2.65,20.7,18.7,1,0,3
prod11395,Horatio,Snack Foods,Snack Foods,Food,1.59,6.18,4.17,1,1,30
prod11397,Nationeel,Snack Foods,Snack Foods,Food,3.31,17.1,14.1,1,0,22
prod11408,Fort West,Snack Foods,Snack Foods,Food,1.55,18.0,17.0,0,0,15
prod11412,Fort West,Snack Foods,Snack Foods,Food,2.26,8.77,7.77,0,1,22
prod11418,Horatio,Snack Foods,Snack Foods,Food,3.59,11.8,9.8,0,0,34
prod11420,Fast,Snack Foods,Snack Foods,Food,3.38,12.6,10.6,0,1,26
prod11467,Fort West,Snack Foods,Snack Foods,Food,3.56,16.2,14.2,0,0,19
prod11472,Horatio,Snack Foods,Snack Foods,Food,3.78,16.7,14.7,1,1,28
prod12366,Nationeel,Snack Foods,Snack Foods,Food,1.31,16.3,14.2,0,0,16
prod12367,Nationeel,Snack Foods,Snack Foods,Food,2.45,8.95,6.94,0,0,25
prod12368,Best Choice,Snack Foods,Snack Foods,Food,2.21,16.5,14.5,1,1,5
prod12370,Horatio,Snack Foods,Snack Foods,Food,1.54,8.44,5.43,0,1,16
prod12371,Best Choice,Snack Foods,Snack Foods,Food,2.68,21.6,19.6,1,1,23
prod12372,Fast,Snack Foods,Snack Foods,Food,2.9,8.39,5.39,1,1,34
prod12374,Fast,Snack Foods,Snack Foods,Food,1.68,19.9,18.8,0,1,31
prod12377,Fort West,Snack Foods,Snack Foods,Food,2.52,10.0,8.0,1,0,32
prod12381,Fast,Snack Foods,Snack Foods,Food,2.4,10.7,8.69,0,0,30
prod12385,Best Choice,Snack Foods,Snack Foods,Food,2.71,20.7,17.7,0,0,2
prod12386,Horatio,Snack Foods,Snack Foods,Food,1.3,11.8,8.8,0,1,27
prod12396,Fort West,Snack Foods,Snack Foods,Food,1.78,19.0,18.0,1,0,31
prod12399,Fort West,Snack Foods,Snack Foods,Food,2.34,12.2,9.19,0,1,34
prod12407,Horatio,Snack Foods,Snack Foods,Food,1.73,7.57,6.57,1,0,23
prod12431,Nationeel,Snack Foods,Snack Foods,Food,1.59,11.4,10.3,0,0,28
prod12732,Ebony,Specialty,Produce,Food,0.95,8.29,7.28,1,0,20
prod12733,Ebony,Specialty,Produce,Food,1.68,17.2,14.2,1,1,8
prod12734,Tell Tale,Specialty,Produce,Food,1.63,15.6,13.6,1,1,6
prod12735,High Top,Specialty,Produce,Food,2.71,13.9,11.8,1,0,9
prod12736,Tri-State,Specialty,Produce,Food,1.76,8.69,7.68,0,0,12
prod12738,Ebony,Specialty,Produce,Food,1.18,20.9,17.8,1,1,8
prod12740,Hermanos,Specialty,Produce,Food,2.13,11.1,8.1,1,0,29
prod12742,High Top,Specialty,Produce,Food,2.82,21.6,19.6,1,1,18
prod12743,Hermanos,Specialty,Produce,Food,1.76,11.2,9.19,1,1,23
prod12744,Tell Tale,Specialty,Produce,Food,3.68,11.5,8.5,1,0,3
prod12746,High Top,Specialty,Produce,Food,2.11,10.9,7.89,0,1,15
prod12747,Hermanos,Specialty,Produce,Food,1.98,12.4,9.39,1,0,12
prod12751,Ebony,Specialty,Produce,Food,2.39,18.8,16.7,0,0,25
prod12753,Ebony,Specialty,Produce,Food,1.29,19.4,17.3,0,1,32
prod12754,Tell Tale,Specialty,Produce,Food,1.85,21.8,19.7,1,0,6
prod12756,High Top,Specialty,Produce,Food,1.77,8.72,6.72,0,1,24
prod12757,Tell Tale,Specialty,Produce,Food,2.85,11.3,9.3,0,1,30
prod12764,Tri-State,Specialty,Produce,Food,1.54,17.5,15.5,1,1,26
prod12769,High Top,Specialty,Produce,Food,2.72,14.5,12.5,1,0,1
prod12784,Tell Tale,Specialty,Produce,Food,3.4,7.87,6.86,0,0,26
prod12786,Tri-State,Specialty,Produce,Food,2.63,13.6,12.6,1,0,23
prod12805,Hermanos,Specialty,Produce,Food,2.53,16.8,15.7,1,0,30
prod12818,Tri-State,Specialty,Produce,Food,0.88,19.7,16.7,0,1,17
prod12850,Tri-State,Specialty,Produce,Food,0.85,21.2,18.2,1,0,4
prod12879,Hermanos,Specialty,Produce,Food,3.39,17.4,15.3,1,1,11
prod13346,Red Wing,Kitchen Products,Household,Non-Consumable,1.29,8.03,5.02,1,0,30
prod13347,Cormorant,Kitchen Products,Household,Non-Consumable,2.72,21.3,19.2,1,0,18
prod13348,Denny,Kitchen Products,Household,Non-Consumable,0.55,21.5,19.5,0,0,20
prod13350,Red Wing,Kitchen Products,Household,Non-Consumable,3.81,8.33,7.32,1,0,3
prod13351,Sunset,Kitchen Products,Household,Non-Consumable,0.89,17.2,14.2,0,0,1
prod13352,High Quality,Kitchen Products,Household,Non-Consumable,2.56,13.5,11.5,1,0,9
prod13353,High Quality,Kitchen Products,Household,Non-Consumable,3.77,8.39,6.39,1,0,21
prod13359,Sunset,Kitchen Products,Household,Non-Consumable,0.63,14.5,13.5,1,0,3
prod13364,Denny,Kitchen Products,Household,Non-Consumable,1.58,21.1,18.1,0,0,5
prod13382,Cormorant,Kitchen Products,Household,Non-Consumable,2.84,19.5,18.5,0,0,21
prod13588,Moms,Meat,Deli,Food,0.54,14.7,12.6,1,1,25
prod13589,Cutting Edge,Meat,Deli,Food,2.33,6.86,4.86,1,1,28
prod13590,Red Spade,Meat,Deli,Food,1.69,18.1,17.1,0,1,4
prod13591,Lake,Meat,Deli,Food,3.2,6.66,5.65,0,1,6
prod13592,Lake,Meat,Deli,Food,2.49,16.9,15.8,1,0,8
prod13593,Red Spade,Meat,Deli,Food,2.33,19.1,16.1,0,0,22
prod13595,Lake,Meat,Deli,Food,1.43,12.8,9.8,0,1,25
prod13597,American,Meat,Deli,Food,0.59,7.32,5.32,1,0,24
prod13598,American,Meat,Deli,Food,3.17,14.8,13.8,0,1,13
prod13601,American,Meat,Deli,Food,2.65,7.19,6.19,1,1,10
prod13602,Cutting Edge,Meat,Deli,Food,2.95,11.2,9.19,0,1,29
prod13603,Moms,Meat,Deli,Food,2.41,17.7,16.7,1,0,14
prod13605,American,Meat,Deli,Food,2.76,6.81,3.8,0,1,7
prod13608,Red Spade,Meat,Deli,Food,1.57,6.13,5.13,0,1,5
prod13610,Red Spade,Meat,Deli,Food,2.74,20.2,17.2,0,1,6
prod13612,Lake,Meat,Deli,Food,2.94,10.5,8.5,1,1,29
prod13613,Cutting Edge,Meat,Deli,Food,0.72,19.6,17.6,1,1,24
prod13631,Moms,Meat,Deli,Food,2.75,13.2,11.1,1,1,33
prod13639,Moms,Meat,Deli,Food,1.56,11.3,9.3,0,0,5
prod13643,Cutting Edge,Meat,Deli,Food,3.52,12.9,9.89,1,1,3
prod14120,Cormorant,Electrical,Household,Non-Consumable,1.87,21.7,18.7,0,0,25
prod14121,Cormorant,Electrical,Household,Non-Consumable,3.19,17.5,14.5,1,0,19
prod14122,Red Wing,Electrical,Household,Non-Consumable,1.5,16.8,14.7,1,0,10
prod14123,Denny,Electrical,Household,Non-Consumable,2.7,12.3,10.3,1,0,7
prod14124,Sunset,Electrical,Household,Non-Consumable,2.4,14.5,12.5,1,0,29
prod14125,High Quality,Electrical,Household,Non-Consumable,3.24,8.48,6.47,0,0,17
prod14126,Red Wing,Electrical,Household,Non-Consumable,2.26,13.2,11.1,1,0,10
prod14128,Denny,Electrical,Household,Non-Consumable,0.64,13.0,12.0,1,0,29
prod14129,Cormorant,Electrical,Household,Non-Consumable,2.76,20.5,18.5,0,0,12
prod14133,Cormorant,Electrical,Household,Non-Consumable,0.59,21.0,20.0,0,0,9
prod14136,Denny,Electrical,Household,Non-Consumable,3.83,14.0,12.0,1,0,35
prod14137,Sunset,Electrical,Household,Non-Consumable,2.95,17.9,14.8,1,0,10
prod14138,High Quality,Electrical,Household,Non-Consumable,1.37,10.1,7.1,1,0,16
prod14139,Sunset,Electrical,Household,Non-Consumable,2.65,15.1,12.1,0,0,5
prod14142,Sunset,Electrical,Household,Non-Consumable,3.49,10.9,8.89,1,0,14
prod14145,Red Wing,Electrical,Household,Non-Consumable,2.88,19.4,17.3,1,0,15
prod14155,High Quality,Electrical,Household,Non-Consumable,2.24,6.88,4.88,0,0,15
prod14158,High Quality,Electrical,Household,Non-Consumable,3.13,19.3,18.2,1,0,29
prod14162,Denny,Electrical,Household,Non-Consumable,3.87,17.4,15.3,0,0,33
prod14168,Red Wing,Electrical,Household,Non-Consumable,3.69,10.3,8.3,1,0,9
prod14589,Walrus,Beer and Wine,Alcoholic Beverages,Drink,2.84,19.4,17.3,1,0,6
prod14590,Pearl,Beer and Wine,Alcoholic Beverages,Drink,1.92,19.9,17.8,0,0,20
prod14592,Walrus,Beer and Wine,Alcoholic Beverages,Drink,1.61,19.4,17.3,1,0,18
prod14593,Good,Beer and Wine,Alcoholic Beverages,Drink,2.84,10.5,8.5,0,0,12
prod14594,Walrus,Beer and Wine,Alcoholic Beverages,Drink,2.29,9.38,8.38,1,0,9
prod14595,Good,Beer and Wine,Alcoholic Beverages,Drink,2.24,9.71,6.71,1,0,35
prod14596,Pearl,Beer and Wine,Alcoholic Beverages,Drink,0.54,9.01,7.01,0,0,8
prod14597,Top Measure,Beer and Wine,Alcoholic Beverages,Drink,3.52,10.4,7.39,1,0,34
prod14598,Top Measure,Beer and Wine,Alcoholic Beverages,Drink,0.7,16.5,13.5,1,0,17
prod14599,Portsmouth,Beer and Wine,Alcoholic Beverages,Drink,2.87,10.3,8.3,1,0,32
prod14600,Pearl,Beer and Wine,Alcoholic Beverages,Drink,0.65,16.2,15.2,0,0,2
prod14601,Walrus,Beer and Wine,Alcoholic Beverages,Drink,2.41,19.9,17.8,0,0,29
prod14604,Good,Beer and Wine,Alcoholic Beverages,Drink,1.73,9.26,7.26,0,0,20
prod14605,Pearl,Beer and Wine,Alcoholic Beverages,Drink,0.57,9.87,6.86,1,0,11
prod14606,Pearl,Beer and Wine,Alcoholic Beverages,Drink,2.68,10.7,8.69,0,0,31
prod14607,Top Measure,Beer and Wine,Alcoholic Beverages,Drink,0.81,17.3,16.2,1,0,16
prod14608,Walrus,Beer and Wine,Alcoholic Beverages,Drink,0.83,15.7,13.6,0,0,35
prod14609,Pearl,Beer and Wine,Alcoholic Beverages,Drink,1.74,15.4,12.3,0,0,34
prod14610,Portsmouth,Beer and Wine,Alcoholic Beverages,Drink,1.7,11.2,9.19,1,0,28
prod14611,Top Measure,Beer and Wine,Alcoholic Beverages,Drink,3.36,10.0,9.0,0,0,35
prod14613,Portsmouth,Beer and Wine,Alcoholic Beverages,Drink,3.43,8.41,7.4,0,0,15
prod14614,Top Measure,Beer and Wine,Alcoholic Beverages,Drink,2.31,7.38,4.38,0,0,10
prod14615,Portsmouth,Beer and Wine,Alcoholic Beverages,Drink,2.6,19.3,17.2,0,0,4
prod14616,Portsmouth,Beer and Wine,Alcoholic Beverages,Drink,2.7,13.1,11.1,1,0,25
prod14622,Top Measure,Beer and Wine,Alcoholic Beverages,Drink,0.58,12.2,11.1,1,0,28
prod14626,Good,Beer and Wine,Alcoholic Beverages,Drink,2.37,12.0,9.0,1,0,31
prod14642,Portsmouth,Beer and Wine,Alcoholic Beverages,Drink,1.89,21.2,18.2,1,0,20
prod14652,Good,Beer and Wine,Alcoholic Beverages,Drink,0.83,6.98,4.98,0,0,24
prod14667,Walrus,Beer and Wine,Alcoholic Beverages,Drink,3.8,9.9,6.89,1,0,32
prod14769,Good,Beer and Wine,Alcoholic Beverages,Drink,3.91,7.07,6.07,1,0,2
prod15352,High Quality,Candles,Household,Non-Consumable,1.58,9.85,7.85,0,0,5
prod15353,Red Wing,Candles,Household,Non-Consumable,1.74,10.6,9.6,1,0,5
prod15355,Sunset,Candles,Household,Non-Consumable,0.56,12.2,9.19,1,0,36
prod15357,Denny,Candles,Household,Non-Consumable,2.95,20.2,18.2,1,0,18
prod15359,Cormorant,Candles,Household,Non-Consumable,1.81,8.09,5.09,0,0,30
prod15479,Super,Jams and Jellies,Baking Goods,Food,2.15,9.67,8.67,0,0,5
prod15480,Plato,Jams and Jellies,Baking Goods,Food,2.98,6.42,3.42,0,0,3
prod15481,CDR,Jams and Jellies,Baking Goods,Food,2.7,21.4,20.3,1,0,10
prod15482,Landslide,Jams and Jellies,Baking Goods,Food,0.68,10.2,8.19,1,0,25
prod15483,Plato,Jams and Jellies,Baking Goods,Food,1.48,9.3,7.3,1,1,22
prod15484,Landslide,Jams and Jellies,Baking Goods,Food,3.78,16.7,14.7,1,0,24
prod15487,BBB Best,Jams and Jellies,Baking Goods,Food,1.61,17.0,14.0,1,0,32
prod15488,BBB Best,Jams and Jellies,Baking Goods,Food,2.7,21.2,18.2,0,0,30
prod15489,CDR,Jams and Jellies,Baking Goods,Food,0.61,11.3,10.3,0,1,33
