promotion_id,promotion_name,media_type,cost,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,product_id,store_id,customer_id,location_id
prom12574,Two Day Sale,Radio,91.28,1.04,0.4472,2,prod10683,s40,c5812,loc40
prom12575,Bye Bye Baby,Radio,90.58,1.04,0.3536,2,prod10683,s40,c9198,loc40
prom12576,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,9.0,3.96,4,prod10684,s40,c2428,loc40
prom12577,Pick Your Savings,In-Store Coupon,83.51,9.0,4.05,4,prod10684,s40,c2478,loc40
prom12578,Best Savings,Street Handout,114.01,6.75,2.43,3,prod10684,s40,c5040,loc40
prom12579,Savings Galore,Street Handout,138.53,6.75,3.105,3,prod10684,s40,c10727,loc40
prom12580,Two Day Sale,Radio,91.28,3.16,1.2324,4,prod10686,s40,c903,loc40
prom12581,Bye Bye Baby,Radio,90.58,2.37,1.1139,3,prod10686,s40,c2200,loc40
prom12582,Weekend Markdown,"Daily Paper, Radio",69.63,3.16,1.2956,4,prod10686,s40,c2362,loc40
prom12583,Weekend Markdown,Sunday Paper,133.6,3.95,1.264,5,prod10686,s40,c6964,loc40
prom12584,Shelf Clearing Days,Radio,99.77,1.58,0.7584,2,prod10686,s40,c9802,loc40
prom12585,Weekend Markdown,"Daily Paper, Radio",69.63,2.37,1.0191,3,prod10686,s40,c10722,loc40
prom12586,Pick Your Savings,In-Store Coupon,83.51,8.88,3.9072,3,prod10687,s40,c2460,loc40
prom12587,Price Slashers,"Sunday Paper, Radio, TV",100.44,11.84,4.0256,4,prod10687,s40,c5038,loc40
prom12588,Weekend Markdown,"Daily Paper, Radio",69.63,8.88,3.8184,3,prod10687,s40,c10717,loc40
prom12589,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,4.86,1.9926,3,prod10688,s40,c6897,loc40
prom12590,Super Savers,In-Store Coupon,134.66,1.9,0.76,2,prod10808,s40,c6949,loc40
prom12591,Weekend Markdown,"Daily Paper, Radio",69.63,3.8,1.862,4,prod10808,s40,c10849,loc40
prom12592,Shelf Clearing Days,Radio,99.77,2.19,0.9855,3,prod10809,s40,c915,loc40
prom12593,Two Day Sale,Radio,91.28,2.19,0.7446,3,prod10809,s40,c5040,loc40
prom12594,Price Slashers,Radio,76.98,2.92,1.1388,4,prod10809,s40,c5074,loc40
prom12595,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,2.92,1.2848,4,prod10809,s40,c6897,loc40
prom12596,Double Your Savings,Radio,94.43,6.4,2.048,4,prod10810,s40,c2361,loc40
prom12597,Dollar Cutters,"Daily Paper, Radio, TV",144.18,14.84,6.9748,4,prod10814,s40,c670,loc40
prom12598,Two Day Sale,Radio,91.28,11.13,5.4537,3,prod10814,s40,c10847,loc40
prom12599,Two Day Sale,Radio,91.28,3.75,1.425,3,prod10817,s40,c2124,loc40
prom12600,Unbeatable Price Savers,Bulk Mail,66.78,2.5,1.225,2,prod10817,s40,c2171,loc40
prom12601,Price Slashers,Radio,76.98,3.75,1.6125,3,prod10817,s40,c5036,loc40
prom12602,Weekend Markdown,Sunday Paper,133.6,7.68,3.6864,3,prod10916,s40,c293,loc40
prom12603,Double Down Sale,Street Handout,59.19,7.68,3.2256,3,prod10916,s40,c2436,loc40
prom12604,Best Savings,Street Handout,114.01,10.24,3.3792,4,prod10916,s40,c5043,loc40
prom12605,Savings Galore,Street Handout,138.53,7.68,2.304,3,prod10916,s40,c11088,loc40
prom12606,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,13.56,5.6952,4,prod10917,s40,c2194,loc40
prom12607,Savings Galore,Street Handout,138.53,10.17,3.051,3,prod10917,s40,c2299,loc40
prom12608,Unbeatable Price Savers,Bulk Mail,66.78,6.78,2.9154,2,prod10917,s40,c2459,loc40
prom12609,Shelf Clearing Days,Radio,99.77,13.56,4.2036,4,prod10917,s40,c8158,loc40
prom12610,Dollar Cutters,"Daily Paper, Radio, TV",144.18,10.17,3.5595,3,prod10917,s40,c11046,loc40
prom12611,Pick Your Savings,In-Store Coupon,83.51,11.6,3.596,4,prod10919,s40,c2315,loc40
prom12612,Unbeatable Price Savers,Bulk Mail,66.78,11.6,5.684,4,prod10919,s40,c2476,loc40
prom12613,Weekend Markdown,"Daily Paper, Radio",69.63,8.7,3.306,3,prod10919,s40,c5849,loc40
prom12614,Unbeatable Price Savers,Bulk Mail,66.78,8.7,2.958,3,prod10919,s40,c10369,loc40
prom12615,Two Day Sale,Radio,91.28,1.08,0.3996,2,prod10920,s40,c312,loc40
prom12616,Unbeatable Price Savers,Bulk Mail,66.78,1.08,0.4104,2,prod10920,s40,c2315,loc40
prom12617,Shelf Clearing Days,Radio,99.77,15.2,5.168,4,prod10921,s40,c316,loc40
prom12618,Unbeatable Price Savers,Bulk Mail,66.78,15.2,6.08,4,prod10921,s40,c316,loc40
prom12619,Dollar Cutters,"Daily Paper, Radio, TV",144.18,11.4,4.56,3,prod10921,s40,c934,loc40
prom12620,Unbeatable Price Savers,Bulk Mail,66.78,15.2,5.776,4,prod10921,s40,c2359,loc40
prom12621,Dimes Off,"Daily Paper, Radio",131.58,7.6,2.584,2,prod10921,s40,c11039,loc40
prom12622,Weekend Markdown,"Daily Paper, Radio",69.63,6.76,2.2308,2,prod10922,s40,c2171,loc40
prom12623,Price Slashers,"Sunday Paper, Radio, TV",100.44,6.76,2.5688,2,prod10922,s40,c8165,loc40
prom12624,Shelf Clearing Days,Radio,99.77,8.01,2.9637,3,prod10923,s40,c2256,loc40
prom12625,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,5.34,2.0826,2,prod10923,s40,c5792,loc40
prom12626,Double Down Sale,Street Handout,59.19,8.01,3.6045,3,prod10923,s40,c11049,loc40
prom12627,Dollar Cutters,Street Handout,131.46,10.68,3.6312,4,prod10923,s40,c11054,loc40
prom12628,Sales Galore,"Daily Paper, Radio, TV",145.41,4.83,2.1252,3,prod10924,s40,c9224,loc40
prom12629,Price Smashers,Product Attachment,138.23,3.22,1.0304,2,prod10924,s40,c11041,loc40
prom12630,Savings Galore,Street Handout,138.53,5.36,2.4656,4,prod10926,s40,c4499,loc40
prom12631,Dollar Cutters,Street Handout,131.46,5.36,2.5192,4,prod10926,s40,c5868,loc40
prom12632,Weekend Markdown,"Daily Paper, Radio",69.63,5.36,2.5728,4,prod10926,s40,c8149,loc40
prom12633,Weekend Markdown,"Daily Paper, Radio",69.63,1.76,0.5632,2,prod10929,s40,c55,loc40
prom12634,Dimes Off,"Daily Paper, Radio",131.58,1.76,0.8272,2,prod10929,s40,c663,loc40
prom12635,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,1.76,0.7568,2,prod10929,s40,c8748,loc40
prom12636,Shelf Clearing Days,Radio,99.77,2.88,1.1232,3,prod10931,s40,c52,loc40
prom12637,Price Smashers,Product Attachment,138.23,3.84,1.8816,4,prod10931,s40,c52,loc40
prom12638,Super Duper Savers,"Sunday Paper, Radio",80.0,1.92,0.7296,2,prod10931,s40,c2487,loc40
prom12639,Sales Galore,"Daily Paper, Radio, TV",145.41,3.84,1.3824,4,prod10931,s40,c11065,loc40
prom12640,Price Slashers,Radio,76.98,3.84,1.728,4,prod10931,s40,c11074,loc40
prom12641,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,10.4,4.472,4,prod10935,s40,c7012,loc40
prom12642,Unbeatable Price Savers,Bulk Mail,66.78,3.6,1.26,3,prod10939,s40,c330,loc40
prom12643,Price Smashers,Product Attachment,138.23,4.8,2.016,4,prod10939,s40,c4447,loc40
prom12644,Savings Galore,Street Handout,138.53,2.4,1.056,2,prod10939,s40,c9843,loc40
prom12645,Big Time Savings,In-Store Coupon,135.8,10.11,3.5385,3,prod10940,s40,c5865,loc40
prom12646,Two Day Sale,Radio,91.28,10.11,4.044,3,prod10940,s40,c8712,loc40
prom12647,Pick Your Savings,In-Store Coupon,83.51,16.85,5.055,5,prod10940,s40,c11044,loc40
prom12648,Two Day Sale,Radio,91.28,10.11,3.7407,3,prod10940,s40,c11067,loc40
prom12649,Two Day Sale,Radio,91.28,7.48,2.5432,4,prod10946,s40,c950,loc40
prom12650,Bye Bye Baby,Radio,90.58,7.48,2.6928,4,prod10946,s40,c2401,loc40
prom12651,Sales Galore,Bulk Mail,142.45,3.74,1.1594,2,prod10946,s40,c11079,loc40
prom12652,Two Day Sale,Radio,91.28,10.44,4.8024,4,prod10947,s40,c9189,loc40
prom12653,Unbeatable Price Savers,Bulk Mail,66.78,4.14,1.8216,3,prod10948,s40,c57,loc40
prom12654,Big Time Savings,In-Store Coupon,135.8,5.52,2.2632,4,prod10948,s40,c337,loc40
prom12655,Best Savings,Street Handout,114.01,2.76,1.0764,2,prod10948,s40,c2253,loc40
prom12656,Unbeatable Price Savers,Bulk Mail,66.78,2.76,1.0488,2,prod10948,s40,c10349,loc40
prom12657,Bye Bye Baby,Radio,90.58,7.53,2.4849,3,prod10961,s40,c321,loc40
prom12658,Big Time Savings,In-Store Coupon,135.8,10.04,3.4136,4,prod10961,s40,c2168,loc40
prom12659,Big Time Savings,In-Store Coupon,135.8,7.53,3.3885,3,prod10961,s40,c2325,loc40
prom12660,Sales Galore,Bulk Mail,142.45,5.52,2.6496,2,prod11337,s40,c668,loc40
prom12661,Savings Galore,Street Handout,138.53,8.28,2.8152,3,prod11337,s40,c2147,loc40
prom12662,Pick Your Savings,In-Store Coupon,83.51,11.04,5.2992,4,prod11337,s40,c2147,loc40
prom12663,Two Day Sale,Radio,91.28,8.28,4.0572,3,prod11337,s40,c5756,loc40
prom12664,Unbeatable Price Savers,Bulk Mail,66.78,2.84,1.0224,2,prod11338,s40,c897,loc40
prom12665,Sales Galore,"Daily Paper, Radio, TV",145.41,4.26,1.8318,3,prod11338,s40,c2180,loc40
prom12666,Weekend Markdown,"Daily Paper, Radio",69.63,4.52,2.1696,2,prod11339,s40,c669,loc40
prom12667,Big Time Savings,In-Store Coupon,135.8,9.04,4.2488,4,prod11339,s40,c2159,loc40
prom12668,Savings Galore,Street Handout,138.53,9.04,4.068,4,prod11339,s40,c11695,loc40
prom12669,Pick Your Savings,In-Store Coupon,83.51,2.04,0.9384,3,prod11340,s40,c2273,loc40
prom12670,Weekend Markdown,"Daily Paper, Radio",69.63,5.68,2.6128,2,prod11341,s40,c281,loc40
prom12671,Double Your Savings,Radio,94.43,11.36,4.9984,4,prod11341,s40,c2200,loc40
prom12672,Unbeatable Price Savers,Bulk Mail,66.78,5.68,1.8744,2,prod11341,s40,c2325,loc40
prom12673,Price Slashers,Radio,76.98,15.6,7.02,4,prod11342,s40,c2305,loc40
prom12674,Two Day Sale,Radio,91.28,15.6,5.928,4,prod11342,s40,c5039,loc40
prom12675,Weekend Markdown,"Daily Paper, Radio",69.63,11.7,4.914,3,prod11342,s40,c5041,loc40
prom12676,Two Day Sale,Radio,91.28,11.7,4.68,3,prod11342,s40,c6977,loc40
prom12677,Weekend Markdown,"Daily Paper, Radio",69.63,5.88,2.2344,2,prod11343,s40,c948,loc40
prom12678,Sales Galore,"Daily Paper, Radio, TV",145.41,5.88,2.352,2,prod11343,s40,c2361,loc40
prom12679,Two Day Sale,Radio,91.28,8.82,2.646,3,prod11343,s40,c5812,loc40
prom12680,Weekend Markdown,Sunday Paper,133.6,5.88,2.1168,2,prod11343,s40,c11683,loc40
prom12681,Best Savings,Street Handout,114.01,7.74,3.7926,3,prod11345,s40,c4449,loc40
prom12682,Two Day Sale,Radio,91.28,10.32,4.128,4,prod11345,s40,c11662,loc40
prom12683,Best Savings,Street Handout,114.01,7.74,2.5542,3,prod11345,s40,c11690,loc40
prom12684,Dollar Cutters,Street Handout,131.46,7.9,3.397,2,prod11346,s40,c948,loc40
prom12685,Two Day Sale,Radio,91.28,19.75,9.2825,5,prod11346,s40,c5837,loc40
prom12686,Sales Galore,"Daily Paper, Radio, TV",145.41,19.75,7.11,5,prod11346,s40,c5845,loc40
prom12687,Price Slashers,Radio,76.98,3.46,1.6608,2,prod11348,s40,c2330,loc40
prom12688,Two Day Sale,Radio,91.28,3.46,1.384,2,prod11348,s40,c8704,loc40
prom12689,Unbeatable Price Savers,Bulk Mail,66.78,11.61,4.8762,3,prod11349,s40,c2164,loc40
prom12690,Bye Bye Baby,Radio,90.58,7.74,3.0186,2,prod11349,s40,c5753,loc40
prom12691,Price Slashers,"Sunday Paper, Radio, TV",100.44,4.4,1.936,2,prod11351,s40,c2247,loc40
prom12692,Pick Your Savings,In-Store Coupon,83.51,8.8,3.08,4,prod11351,s40,c8408,loc40
prom12693,Double Your Savings,Radio,94.43,8.8,2.904,4,prod11351,s40,c9821,loc40
prom12694,Bye Bye Baby,Radio,90.58,6.6,2.97,3,prod11351,s40,c11766,loc40
prom12695,Dollar Cutters,"Daily Paper, Radio, TV",144.18,1.86,0.6696,2,prod11352,s40,c318,loc40
prom12696,Two Day Sale,Radio,91.28,1.86,0.8556,2,prod11352,s40,c2124,loc40
prom12697,Double Your Savings,Radio,94.43,1.86,0.7068,2,prod11352,s40,c8149,loc40
prom12698,Two Day Sale,Radio,91.28,1.86,0.8928,2,prod11352,s40,c11662,loc40
prom12699,Weekend Markdown,"Daily Paper, Radio",69.63,9.57,3.7323,3,prod11353,s40,c2190,loc40
prom12700,Two Day Sale,Radio,91.28,12.76,4.3384,4,prod11353,s40,c2213,loc40
prom12701,Shelf Clearing Days,Radio,99.77,12.76,6.2524,4,prod11353,s40,c2385,loc40
prom12702,Big Time Savings,In-Store Coupon,135.8,12.76,5.2316,4,prod11353,s40,c5849,loc40
prom12703,Super Duper Savers,"Sunday Paper, Radio",80.0,12.76,5.2316,4,prod11353,s40,c11761,loc40
prom12704,Weekend Markdown,Sunday Paper,133.6,7.26,3.1218,3,prod11354,s40,c930,loc40
prom12705,Price Slashers,Radio,76.98,7.26,2.904,3,prod11354,s40,c2256,loc40
prom12706,Weekend Markdown,"Daily Paper, Radio",69.63,7.26,2.6136,3,prod11354,s40,c2433,loc40
prom12707,Bye Bye Baby,Radio,90.58,9.68,4.4528,4,prod11354,s40,c9198,loc40
prom12708,Two Day Sale,Radio,91.28,7.26,2.6136,3,prod11354,s40,c11775,loc40
prom12709,Super Duper Savers,"Sunday Paper, Radio",80.0,7.64,2.4448,4,prod11356,s40,c674,loc40
prom12710,Weekend Markdown,"Daily Paper, Radio",69.63,5.73,2.0055,3,prod11356,s40,c901,loc40
prom12711,Super Savers,In-Store Coupon,134.66,7.64,2.674,4,prod11356,s40,c2315,loc40
prom12712,Savings Galore,Street Handout,138.53,7.64,3.438,4,prod11356,s40,c2381,loc40
prom12713,Shelf Clearing Days,Radio,99.77,7.64,3.056,4,prod11356,s40,c5852,loc40
prom12714,Weekend Markdown,"Daily Paper, Radio",69.63,3.3,1.122,2,prod11358,s40,c673,loc40
prom12715,Best Savings,Street Handout,114.01,8.25,3.465,5,prod11358,s40,c2309,loc40
prom12716,Dollar Cutters,"Daily Paper, Radio, TV",144.18,6.6,2.442,4,prod11358,s40,c11730,loc40
prom12717,Weekend Markdown,"Daily Paper, Radio",69.63,10.98,4.8312,3,prod11359,s40,c44,loc40
prom12718,Two Day Sale,Radio,91.28,10.98,3.5136,3,prod11359,s40,c2154,loc40
prom12719,Two Day Sale,Radio,91.28,14.64,7.0272,4,prod11359,s40,c5756,loc40
prom12720,Double Your Savings,Radio,94.43,14.64,5.2704,4,prod11359,s40,c6973,loc40
prom12721,Big Time Savings,In-Store Coupon,135.8,10.98,4.1724,3,prod11359,s40,c7746,loc40
prom12722,Two Day Sale,Radio,91.28,4.89,1.5159,3,prod11360,s40,c6977,loc40
prom12723,Two Day Sale,Radio,91.28,6.52,2.2168,4,prod11360,s40,c11701,loc40
prom12724,Double Your Savings,Radio,94.43,7.2,2.304,4,prod11361,s40,c51,loc40
prom12725,Big Time Savings,In-Store Coupon,135.8,5.4,2.646,3,prod11361,s40,c315,loc40
prom12726,Weekend Markdown,"Daily Paper, Radio",69.63,5.4,1.998,3,prod11361,s40,c675,loc40
prom12727,Big Promo,Cash Register Handout,123.88,3.6,1.224,2,prod11361,s40,c917,loc40
prom12728,Best Savings,Street Handout,114.01,7.2,2.52,4,prod11361,s40,c2287,loc40
prom12729,Super Savers,In-Store Coupon,134.66,3.6,1.656,2,prod11361,s40,c2315,loc40
prom12730,Sales Galore,"Daily Paper, Radio, TV",145.41,7.2,3.528,4,prod11361,s40,c5079,loc40
prom12731,Weekend Markdown,Sunday Paper,133.6,5.4,2.646,3,prod11361,s40,c6887,loc40
prom12732,Price Slashers,Radio,76.98,7.2,3.384,4,prod11361,s40,c6898,loc40
prom12733,Savings Galore,Street Handout,138.53,5.4,1.836,3,prod11361,s40,c11735,loc40
prom12734,Double Down Sale,Street Handout,59.19,1.92,0.8832,2,prod11364,s40,c672,loc40
prom12735,Two Day Sale,Radio,91.28,3.84,1.2288,4,prod11364,s40,c903,loc40
prom12736,Big Time Savings,In-Store Coupon,135.8,3.84,1.7664,4,prod11364,s40,c2344,loc40
prom12737,Super Savers,In-Store Coupon,134.66,1.98,0.594,3,prod11365,s40,c50,loc40
prom12738,Pick Your Savings,In-Store Coupon,83.51,1.98,0.7722,3,prod11365,s40,c2436,loc40
prom12739,Weekend Markdown,Sunday Paper,133.6,1.98,0.8712,3,prod11365,s40,c11666,loc40
prom12740,Big Time Savings,In-Store Coupon,135.8,7.77,2.4864,3,prod11366,s40,c2420,loc40
prom12741,Big Time Savings,In-Store Coupon,135.8,7.77,3.0303,3,prod11366,s40,c5865,loc40
prom12742,Pick Your Savings,In-Store Coupon,83.51,3.04,1.1856,4,prod11368,s40,c910,loc40
prom12743,Shelf Clearing Days,Radio,99.77,3.04,1.2464,4,prod11368,s40,c925,loc40
prom12744,Weekend Markdown,"Daily Paper, Radio",69.63,2.28,1.0032,3,prod11368,s40,c2143,loc40
prom12745,Big Time Savings,In-Store Coupon,135.8,3.04,1.1856,4,prod11368,s40,c2412,loc40
prom12746,Weekend Markdown,"Daily Paper, Radio",69.63,2.28,1.0716,3,prod11368,s40,c5751,loc40
prom12747,Weekend Markdown,"Daily Paper, Radio",69.63,6.84,2.8728,4,prod11369,s40,c4465,loc40
prom12748,Shelf Clearing Days,Radio,99.77,6.84,2.1888,4,prod11369,s40,c8718,loc40
prom12749,Dollar Cutters,"Daily Paper, Radio, TV",144.18,5.13,1.6929,3,prod11370,s40,c4444,loc40
prom12750,Dollar Cutters,"Daily Paper, Radio, TV",144.18,5.13,2.5137,3,prod11370,s40,c5778,loc40
prom12751,Sales Galore,Bulk Mail,142.45,3.42,1.4022,2,prod11370,s40,c7742,loc40
prom12752,Double Down Sale,Street Handout,59.19,5.13,1.7442,3,prod11370,s40,c11768,loc40
prom12753,Super Duper Savers,"Sunday Paper, Radio",80.0,12.05,4.338,5,prod11372,s40,c307,loc40
prom12754,Price Slashers,"Sunday Paper, Radio, TV",100.44,9.64,3.0848,4,prod11372,s40,c921,loc40
prom12755,Weekend Markdown,"Daily Paper, Radio",69.63,7.23,2.8197,3,prod11372,s40,c11685,loc40
prom12756,Weekend Markdown,"Daily Paper, Radio",69.63,7.08,2.124,3,prod11374,s40,c43,loc40
prom12757,Super Duper Savers,"Sunday Paper, Radio",80.0,4.72,1.8408,2,prod11374,s40,c918,loc40
prom12758,Weekend Markdown,"Daily Paper, Radio",69.63,14.1,4.512,5,prod11382,s40,c49,loc40
prom12759,Weekend Markdown,"Daily Paper, Radio",69.63,8.46,2.7072,3,prod11382,s40,c55,loc40
prom12760,Weekend Markdown,"Daily Paper, Radio",69.63,11.28,5.3016,4,prod11382,s40,c940,loc40
prom12761,Price Smashers,Product Attachment,138.23,8.46,3.9762,3,prod11382,s40,c2207,loc40
prom12762,Unbeatable Price Savers,Bulk Mail,66.78,8.46,3.5532,3,prod11382,s40,c2352,loc40
prom12763,Pick Your Savings,In-Store Coupon,83.51,8.46,4.0608,3,prod11382,s40,c2460,loc40
prom12764,Sales Galore,"Daily Paper, Radio, TV",145.41,5.64,2.7072,2,prod11382,s40,c9224,loc40
prom12765,Double Your Savings,Radio,94.43,5.64,2.3124,3,prod11385,s40,c2351,loc40
prom12766,Two Day Sale,Radio,91.28,5.64,1.8048,3,prod11385,s40,c2353,loc40
prom12767,Two Day Sale,Radio,91.28,7.52,2.7824,4,prod11385,s40,c4506,loc40
prom12768,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,7.52,3.2336,4,prod11385,s40,c5065,loc40
prom12769,Two Day Sale,Radio,91.28,5.64,2.7072,3,prod11385,s40,c5856,loc40
prom12770,Dollar Cutters,"Daily Paper, Radio, TV",144.18,5.64,2.0868,3,prod11385,s40,c11046,loc40
prom12771,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,3.96,1.3068,2,prod11387,s40,c308,loc40
prom12772,Savings Galore,Street Handout,138.53,7.92,2.772,4,prod11387,s40,c674,loc40
prom12773,Two Day Sale,Radio,91.28,5.94,2.97,3,prod11387,s40,c929,loc40
prom12774,Weekend Markdown,"Daily Paper, Radio",69.63,5.94,2.0196,3,prod11387,s40,c2152,loc40
prom12775,Weekend Markdown,Sunday Paper,133.6,3.96,1.188,2,prod11387,s40,c2281,loc40
prom12776,Sales Galore,Bulk Mail,142.45,7.95,3.975,3,prod11388,s40,c2261,loc40
prom12777,Price Slashers,Radio,76.98,13.25,4.6375,5,prod11388,s40,c5818,loc40
prom12778,Dollar Cutters,Street Handout,131.46,4.77,2.1465,3,prod11395,s40,c2163,loc40
prom12779,Weekend Markdown,"Daily Paper, Radio",69.63,3.18,1.113,2,prod11395,s40,c2228,loc40
prom12780,Dimes Off,"Daily Paper, Radio",131.58,6.36,2.9256,4,prod11395,s40,c5838,loc40
prom12781,Pick Your Savings,In-Store Coupon,83.51,9.93,3.8727,3,prod11397,s40,c304,loc40
prom12782,Dollar Cutters,"Daily Paper, Radio, TV",144.18,6.2,1.984,4,prod11408,s40,c955,loc40
prom12783,Big Promo,Cash Register Handout,123.88,3.1,0.961,2,prod11408,s40,c2487,loc40
prom12784,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,4.65,2.232,3,prod11408,s40,c5839,loc40
prom12785,Price Smashers,Product Attachment,138.23,4.65,1.488,3,prod11408,s40,c6911,loc40
prom12786,Savings Galore,Street Handout,138.53,6.2,2.914,4,prod11408,s40,c11678,loc40
prom12787,Dollar Cutters,Street Handout,131.46,4.65,2.325,3,prod11408,s40,c11763,loc40
prom12788,Two Day Sale,Radio,91.28,6.78,3.2544,3,prod11412,s40,c2378,loc40
prom12789,Unbeatable Price Savers,Bulk Mail,66.78,9.04,4.1584,4,prod11412,s40,c5788,loc40
prom12790,Best Savings,Street Handout,114.01,9.04,4.2488,4,prod11412,s40,c5809,loc40
prom12791,Super Duper Savers,"Sunday Paper, Radio",80.0,6.78,2.9832,3,prod11412,s40,c5888,loc40
prom12792,Bye Bye Baby,Radio,90.58,14.36,4.7388,4,prod11418,s40,c298,loc40
prom12793,Dimes Off,"Daily Paper, Radio",131.58,14.36,4.308,4,prod11418,s40,c951,loc40
prom12794,Unbeatable Price Savers,Bulk Mail,66.78,10.77,3.6618,3,prod11418,s40,c2346,loc40
prom12795,Savings Galore,Street Handout,138.53,14.36,6.6056,4,prod11418,s40,c2443,loc40
prom12796,Savings Galore,Street Handout,138.53,10.77,3.7695,3,prod11418,s40,c4469,loc40
prom12797,Unbeatable Price Savers,Bulk Mail,66.78,10.77,4.5234,3,prod11418,s40,c11635,loc40
prom12798,Unbeatable Price Savers,Bulk Mail,66.78,16.9,8.112,5,prod11420,s40,c913,loc40
prom12799,Unbeatable Price Savers,Bulk Mail,66.78,13.52,4.4616,4,prod11420,s40,c2210,loc40
prom12800,Weekend Markdown,Sunday Paper,133.6,10.14,4.2588,3,prod11420,s40,c2379,loc40
prom12801,Savings Galore,Street Handout,138.53,13.52,5.408,4,prod11420,s40,c5071,loc40
prom12802,Double Your Savings,Radio,94.43,14.24,5.5536,4,prod11467,s40,c307,loc40
prom12803,Two Day Sale,Radio,91.28,14.24,6.1232,4,prod11467,s40,c922,loc40
prom12804,Weekend Markdown,"Daily Paper, Radio",69.63,14.24,4.6992,4,prod11467,s40,c2443,loc40
prom12805,Weekend Markdown,"Daily Paper, Radio",69.63,10.68,4.806,3,prod11467,s40,c2447,loc40
prom12806,Double Your Savings,Radio,94.43,14.24,6.2656,4,prod11467,s40,c5886,loc40
prom12807,Weekend Markdown,"Daily Paper, Radio",69.63,11.34,5.4432,3,prod11472,s40,c2394,loc40
prom12808,Weekend Markdown,"Daily Paper, Radio",69.63,2.62,1.1266,2,prod12366,s40,c673,loc40
prom12809,Big Promo,Cash Register Handout,123.88,5.24,2.096,4,prod12366,s40,c2247,loc40
prom12810,Price Smashers,Product Attachment,138.23,6.55,2.8165,5,prod12366,s40,c5817,loc40
prom12811,Bye Bye Baby,Radio,90.58,3.93,1.4934,3,prod12366,s40,c7753,loc40
prom12812,Weekend Markdown,"Daily Paper, Radio",69.63,5.24,1.7292,4,prod12366,s40,c11683,loc40
prom12813,Big Promo,Cash Register Handout,123.88,7.35,2.352,3,prod12367,s40,c940,loc40
prom12814,Super Duper Savers,"Sunday Paper, Radio",80.0,4.9,1.519,2,prod12367,s40,c2154,loc40
prom12815,Unbeatable Price Savers,Bulk Mail,66.78,4.9,1.911,2,prod12367,s40,c2422,loc40
prom12816,Savings Galore,Street Handout,138.53,9.8,4.116,4,prod12367,s40,c5782,loc40
prom12817,Weekend Markdown,"Daily Paper, Radio",69.63,4.9,2.45,2,prod12367,s40,c10717,loc40
prom12818,Dimes Off,"Daily Paper, Radio",131.58,6.63,2.3868,3,prod12368,s40,c2210,loc40
prom12819,Two Day Sale,Radio,91.28,4.42,1.4586,2,prod12368,s40,c5781,loc40
prom12820,Bye Bye Baby,Radio,90.58,7.7,3.388,5,prod12370,s40,c2401,loc40
prom12821,Weekend Markdown,"Daily Paper, Radio",69.63,3.08,1.078,2,prod12370,s40,c5865,loc40
prom12822,Unbeatable Price Savers,Bulk Mail,66.78,10.72,4.1808,4,prod12371,s40,c2260,loc40
prom12823,Weekend Markdown,"Daily Paper, Radio",69.63,11.6,5.22,4,prod12372,s40,c2463,loc40
prom12824,Big Time Savings,In-Store Coupon,135.8,11.6,5.684,4,prod12372,s40,c7746,loc40
prom12825,Double Your Savings,Radio,94.43,8.7,4.263,3,prod12372,s40,c8679,loc40
prom12826,Double Down Sale,Street Handout,59.19,8.7,3.654,3,prod12372,s40,c12478,loc40
prom12827,Pick Your Savings,In-Store Coupon,83.51,3.36,1.512,2,prod12374,s40,c298,loc40
prom12828,Best Savings,Street Handout,114.01,7.2,3.384,3,prod12381,s40,c2309,loc40
prom12829,Sales Galore,"Daily Paper, Radio, TV",145.41,7.2,2.52,3,prod12381,s40,c2361,loc40
prom12830,Price Slashers,Radio,76.98,7.2,3.024,3,prod12381,s40,c5074,loc40
prom12831,Savings Galore,Street Handout,138.53,9.6,4.32,4,prod12381,s40,c12458,loc40
prom12832,Weekend Markdown,"Daily Paper, Radio",69.63,4.8,2.016,2,prod12381,s40,c12497,loc40
prom12833,Weekend Markdown,"Daily Paper, Radio",69.63,10.84,4.9864,4,prod12385,s40,c2258,loc40
prom12834,Unbeatable Price Savers,Bulk Mail,66.78,8.13,2.8455,3,prod12385,s40,c2359,loc40
prom12835,Dimes Off,"Daily Paper, Radio",131.58,10.84,3.4688,4,prod12385,s40,c4448,loc40
prom12836,Weekend Markdown,"Daily Paper, Radio",69.63,10.84,4.4444,4,prod12385,s40,c5079,loc40
prom12837,Two Day Sale,Radio,91.28,3.9,1.716,3,prod12386,s40,c950,loc40
prom12838,Price Slashers,Radio,76.98,6.5,2.795,5,prod12386,s40,c6898,loc40
