,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,store_city,store_state,media_type,cost,promotion_name,store_sales_in_millions
2119,0,1,1.0,3,1,3,1,1.0,70000,0.0,9,2,9,69.65,38,10.0
2120,0,1,1.0,3,1,3,1,1.0,70000,0.0,9,2,2,91.0,38,8.64
2121,0,1,1.0,3,1,3,1,1.0,70000,0.0,9,2,9,69.65,38,5.48
2122,1,0,1.0,4,2,3,1,3.0,150000,0.0,9,2,12,95.74,11,4.23
2123,1,0,1.0,4,2,3,1,3.0,150000,0.0,9,2,9,69.65,38,2.28
2124,1,0,4.0,1,1,2,1,2.0,30000,0.0,7,2,7,91.28,43,9.96
2125,0,0,2.0,0,1,3,1,2.0,130000,1.0,7,2,9,133.6,47,7.84
2126,0,1,5.0,3,2,3,1,4.0,50000,0.0,7,2,7,91.28,43,2.9
2127,1,1,2.0,2,1,1,0,2.0,30000,0.0,7,2,0,66.78,45,5.56
2128,1,0,0.0,1,2,1,0,3.0,30000,0.0,7,2,8,114.01,1,5.79
2129,1,0,1.0,3,1,3,1,4.0,50000,0.0,7,2,3,69.63,47,4.38
2130,1,0,4.0,3,1,3,1,3.0,110000,0.0,7,2,8,59.19,11,6.68
2131,1,0,4.0,3,1,3,1,3.0,110000,0.0,7,2,3,69.63,47,9.51
2132,1,0,1.0,0,2,1,1,1.0,10000,0.0,7,2,7,76.98,27,8.25
2133,1,0,3.0,1,2,1,0,3.0,30000,0.0,7,2,0,66.78,45,7.36
2134,0,1,2.0,0,2,2,1,1.0,50000,2.0,7,2,5,135.8,4,7.95
2135,0,1,4.0,3,1,3,0,3.0,30000,0.0,7,2,0,66.78,45,8.52
2136,1,0,1.0,1,2,4,1,2.0,150000,0.0,7,2,0,66.78,45,2.72
2137,1,1,1.0,0,0,2,0,2.0,10000,0.0,7,2,0,66.78,45,4.08
2138,1,1,5.0,3,1,3,0,1.0,50000,0.0,7,2,7,90.58,5,5.64
2139,0,0,0.0,2,1,2,1,2.0,30000,0.0,7,2,1,123.88,2,6.81
2140,1,1,1.0,3,2,3,1,2.0,70000,0.0,7,2,3,69.63,47,4.42
2141,1,1,1.0,3,1,3,1,3.0,50000,0.0,7,2,3,69.63,47,7.08
2142,0,0,4.0,1,3,1,1,2.0,30000,4.0,7,2,3,69.63,47,2.28
2143,0,1,1.0,1,1,2,0,3.0,30000,1.0,7,2,4,137.77,45,14.56
2144,0,0,3.0,4,3,3,0,3.0,70000,3.0,7,2,5,134.66,39,5.18
2145,1,1,5.0,3,3,4,1,2.0,50000,0.0,7,2,7,91.28,43,5.22
2146,0,1,2.0,1,2,1,0,4.0,30000,2.0,7,2,0,66.78,45,10.56
2147,0,0,4.0,1,3,2,1,4.0,30000,4.0,7,2,8,138.53,35,5.44
2148,0,0,4.0,1,3,2,1,4.0,30000,4.0,7,2,5,83.51,23,4.08
2149,0,0,4.0,1,3,2,1,4.0,30000,4.0,7,2,3,131.58,8,2.85
2150,0,1,4.0,3,3,4,0,3.0,50000,3.0,7,2,7,91.28,43,4.08
2151,0,1,4.0,3,3,4,0,3.0,50000,3.0,7,2,7,91.28,43,3.51
2152,0,0,2.0,1,3,4,1,1.0,110000,2.0,7,2,3,69.63,47,6.52
2153,0,0,2.0,1,3,4,1,1.0,110000,2.0,7,2,3,69.63,47,2.4
2154,1,1,1.0,3,1,3,0,1.0,70000,0.0,7,2,7,91.28,43,13.44
2155,1,1,1.0,3,1,3,0,1.0,70000,0.0,7,2,7,99.77,36,4.42
2156,1,1,1.0,3,1,3,0,1.0,70000,0.0,7,2,10,80.0,38,2.28
2157,0,1,3.0,1,3,3,1,2.0,150000,2.0,7,2,3,69.63,47,5.24
2158,0,0,0.0,1,0,1,1,4.0,30000,0.0,7,2,3,69.63,47,11.2
2159,0,1,2.0,1,3,3,0,3.0,150000,2.0,7,2,5,135.8,4,8.13
2160,0,1,1.0,2,1,3,1,2.0,30000,1.0,7,2,0,66.78,45,6.64
2161,0,0,2.0,3,0,3,1,1.0,10000,1.0,7,2,7,91.28,43,10.35
2162,1,1,4.0,0,0,2,0,1.0,10000,0.0,7,2,4,144.18,9,3.66
2163,1,0,1.0,0,0,1,1,1.0,10000,0.0,7,2,7,90.58,5,11.61
2164,1,1,2.0,3,2,3,0,2.0,50000,0.0,7,2,0,66.78,45,6.84
2165,1,1,2.0,3,2,3,0,2.0,50000,0.0,7,2,5,135.8,4,7.8
2166,0,0,0.0,0,0,1,1,0.0,10000,0.0,7,2,5,135.8,4,8.84
2167,0,0,0.0,0,0,1,1,0.0,10000,0.0,7,2,4,137.77,45,10.32
2168,0,0,1.0,3,1,4,1,3.0,110000,1.0,7,2,11,100.44,27,3.24
2169,0,0,1.0,3,1,4,1,3.0,110000,1.0,7,2,5,135.8,4,8.88
2170,0,0,1.0,3,1,4,1,3.0,110000,1.0,7,2,5,135.8,4,5.19
2171,0,0,1.0,1,1,1,1,1.0,50000,1.0,7,2,0,66.78,45,2.43
2172,0,0,1.0,1,1,1,1,1.0,50000,1.0,7,2,1,123.88,2,9.51
2173,1,1,2.0,0,1,3,1,2.0,90000,0.0,7,2,0,66.78,45,2.43
2174,1,0,1.0,2,1,3,1,1.0,90000,0.0,7,2,9,133.6,47,1.62
2175,1,0,1.0,2,1,3,1,1.0,90000,0.0,7,2,9,133.6,47,2.62
2176,1,0,1.0,2,1,3,1,1.0,90000,0.0,7,2,6,138.23,28,3.48
2177,1,1,0.0,4,1,3,1,3.0,130000,0.0,7,2,3,69.63,47,2.43
2178,1,1,0.0,4,1,3,1,3.0,130000,0.0,7,2,8,131.46,9,7.24
2179,1,0,3.0,1,1,1,1,3.0,30000,0.0,7,2,3,69.63,47,2.43
2180,0,0,1.0,0,0,2,1,2.0,10000,1.0,7,2,7,90.58,5,12.68
2181,1,0,4.0,2,1,4,0,4.0,30000,0.0,7,2,7,94.43,12,2.19
2182,1,1,4.0,0,0,2,1,1.0,10000,0.0,7,2,8,59.19,11,5.43
2183,0,0,3.0,1,0,2,1,3.0,30000,3.0,7,2,7,90.58,5,5.36
2184,1,0,1.0,2,1,2,0,3.0,50000,0.0,7,2,7,91.28,43,11.28
2185,0,1,0.0,2,1,3,1,3.0,50000,0.0,7,2,7,90.58,5,7.8
2186,0,1,0.0,2,1,3,1,3.0,50000,0.0,7,2,7,90.58,5,5.28
2187,1,1,1.0,3,1,3,0,3.0,50000,0.0,7,2,6,138.23,28,6.54
2188,0,0,1.0,0,2,1,1,1.0,10000,1.0,7,2,0,142.45,32,10.64
2189,1,0,4.0,2,1,0,1,3.0,30000,0.0,7,2,8,59.19,11,15.44
2190,0,0,3.0,4,2,4,1,2.0,110000,0.0,7,2,3,69.63,47,5.72
2191,1,0,2.0,0,1,3,1,3.0,130000,0.0,7,2,7,91.28,43,2.52
2192,1,1,3.0,3,1,3,0,4.0,50000,0.0,7,2,11,100.44,27,5.31
2193,1,1,3.0,3,1,3,0,4.0,50000,0.0,7,2,11,100.44,27,4.71
2194,0,0,3.0,2,1,2,1,4.0,50000,2.0,7,2,7,91.28,43,8.92
2195,1,1,5.0,1,1,1,1,4.0,30000,0.0,7,2,8,114.01,1,11.15
2196,0,1,4.0,4,2,4,1,4.0,70000,4.0,7,2,0,142.45,32,6.69
2197,0,1,4.0,4,2,3,1,3.0,70000,3.0,7,2,8,59.19,11,4.82
2198,1,1,3.0,1,1,2,0,2.0,30000,0.0,7,2,4,144.18,9,1.14
2199,1,1,5.0,3,1,3,0,4.0,50000,0.0,7,2,8,138.53,35,3.46
2200,1,1,1.0,1,1,1,0,1.0,30000,0.0,7,2,7,94.43,12,4.38
2201,1,1,1.0,3,0,3,0,2.0,10000,0.0,7,2,0,142.45,32,5.22
2202,1,1,1.0,3,0,3,0,2.0,10000,0.0,7,2,0,142.45,32,14.96
2203,0,1,4.0,2,1,2,0,1.0,30000,2.0,7,2,4,137.77,45,5.24
2204,1,1,3.0,4,1,3,1,3.0,70000,0.0,7,2,7,99.77,36,11.36
2205,1,1,2.0,2,0,4,1,3.0,30000,0.0,7,2,3,69.63,47,8.16
2206,1,1,2.0,2,0,4,1,3.0,30000,0.0,7,2,3,69.63,47,5.2
2207,1,0,5.0,1,0,1,0,1.0,10000,0.0,7,2,6,138.23,28,10.35
2208,0,1,5.0,1,3,2,1,3.0,30000,4.0,7,2,8,138.53,35,1.14
2209,0,1,5.0,1,3,2,1,3.0,30000,4.0,7,2,0,66.78,45,13.6
2210,1,0,1.0,3,1,4,0,3.0,30000,0.0,7,2,0,66.78,45,7.32
2211,1,1,2.0,3,1,3,1,2.0,30000,0.0,7,2,4,137.77,45,10.08
2212,1,0,3.0,0,1,2,1,2.0,30000,0.0,7,2,7,91.28,43,8.91
2213,1,0,5.0,1,1,1,1,3.0,30000,0.0,7,2,7,91.28,43,10.4
2214,1,1,3.0,0,0,1,0,2.0,10000,0.0,7,2,3,69.63,47,7.98
2215,0,1,3.0,0,2,2,1,1.0,10000,3.0,7,2,3,69.63,47,2.64
2216,0,0,1.0,0,1,2,1,1.0,10000,1.0,7,2,4,144.18,9,3.66
2217,0,0,1.0,0,1,2,1,1.0,10000,1.0,7,2,4,144.18,9,2.82
2218,0,1,4.0,3,3,3,1,3.0,50000,4.0,7,2,0,142.45,32,5.58
2219,1,1,2.0,3,2,3,1,3.0,150000,0.0,7,2,8,59.19,11,4.23
2220,1,1,4.0,0,0,1,1,1.0,10000,0.0,7,2,11,100.44,27,9.81
2221,1,1,4.0,0,0,1,1,1.0,10000,0.0,7,2,11,100.44,27,5.56
2222,0,1,0.0,0,0,1,0,1.0,10000,0.0,7,2,9,133.6,47,4.54
2223,0,1,0.0,0,0,1,0,1.0,10000,0.0,7,2,9,133.6,47,8.79
2224,0,0,2.0,3,1,3,1,3.0,70000,1.0,7,2,3,131.58,8,5.61
2225,0,0,2.0,3,1,3,1,3.0,70000,1.0,7,2,3,131.58,8,4.46
2226,1,1,1.0,1,1,3,1,2.0,110000,0.0,7,2,8,131.46,9,5.61
2227,0,0,3.0,3,1,3,1,1.0,30000,2.0,7,2,8,138.53,35,5.36
2228,0,1,5.0,3,0,4,0,3.0,70000,5.0,7,2,3,69.63,47,3.42
2229,1,0,3.0,0,0,1,0,2.0,10000,0.0,7,2,5,134.66,39,7.92
2230,1,0,3.0,0,0,1,0,2.0,10000,0.0,7,2,7,76.98,27,3.93
2231,1,0,3.0,0,0,1,0,2.0,10000,0.0,7,2,7,94.43,12,5.19
2232,1,0,3.0,0,0,1,0,2.0,10000,0.0,7,2,7,94.43,12,6.57
2233,1,1,0.0,3,1,3,0,4.0,30000,0.0,7,2,4,137.77,45,7.72
2234,1,0,0.0,2,1,4,0,3.0,30000,0.0,7,2,9,133.6,47,4.71
2235,0,0,2.0,3,1,3,1,4.0,30000,2.0,7,2,0,66.78,45,5.56
2236,0,1,3.0,3,1,3,1,2.0,50000,2.0,7,2,5,134.66,39,4.64
2237,0,0,1.0,4,1,3,1,3.0,70000,0.0,7,2,5,135.8,4,1.86
2238,1,0,1.0,4,1,3,0,4.0,70000,0.0,7,2,4,137.77,45,8.67
2239,1,0,1.0,4,1,3,0,4.0,70000,0.0,7,2,4,137.77,45,6.54
2240,0,0,4.0,1,3,2,1,3.0,30000,3.0,7,2,3,69.63,47,4.82
2241,0,0,4.0,1,3,2,1,3.0,30000,3.0,7,2,3,69.63,47,9.6
2242,0,1,0.0,1,1,1,1,1.0,30000,0.0,7,2,4,137.77,45,1.71
2243,1,0,5.0,3,1,4,1,2.0,50000,0.0,7,2,3,69.63,47,7.5
2244,1,0,5.0,3,1,4,1,2.0,50000,0.0,7,2,8,138.53,35,9.64
2245,0,1,4.0,3,2,3,1,3.0,70000,3.0,7,2,5,135.8,4,5.64
2246,0,0,2.0,2,1,2,1,1.0,30000,2.0,7,2,3,69.63,47,9.72
2247,1,0,3.0,3,2,3,1,0.0,10000,0.0,7,2,11,100.44,27,7.24
2248,1,0,3.0,2,2,0,0,4.0,50000,0.0,7,2,4,137.77,45,7.92
2249,1,0,3.0,2,2,0,0,4.0,50000,0.0,7,2,4,137.77,45,7.65
2250,1,0,3.0,3,1,3,1,2.0,50000,0.0,7,2,8,138.53,35,5.24
2251,1,0,3.0,1,1,3,1,3.0,130000,0.0,7,2,7,94.43,12,6.63
2252,1,0,3.0,1,1,3,1,3.0,130000,0.0,7,2,7,94.43,12,4.11
2253,0,0,1.0,3,1,3,1,2.0,50000,1.0,7,2,8,114.01,1,6.81
2254,1,0,3.0,3,1,4,0,4.0,50000,0.0,7,2,3,131.58,8,7.95
2255,1,1,2.0,3,1,3,0,2.0,50000,0.0,7,2,4,137.77,45,7.83
2256,0,0,0.0,0,0,1,1,1.0,10000,0.0,7,2,7,76.98,27,5.49
2257,0,0,0.0,0,0,1,1,1.0,10000,0.0,7,2,8,131.46,9,10.44
2258,0,0,5.0,3,1,3,0,3.0,50000,1.0,7,2,3,69.63,47,5.8
2259,1,1,0.0,3,1,3,0,3.0,50000,0.0,7,2,5,135.8,4,4.46
2260,0,1,3.0,4,3,3,1,3.0,130000,3.0,7,2,5,134.66,39,5.49
2261,0,0,1.0,1,1,1,1,1.0,30000,0.0,7,2,8,59.19,11,5.74
2262,1,1,4.0,3,1,4,0,3.0,50000,0.0,7,2,5,135.8,4,3.96
2263,1,1,4.0,3,1,4,0,3.0,50000,0.0,7,2,5,135.8,4,5.74
2264,1,1,4.0,3,1,4,0,3.0,50000,0.0,7,2,3,69.63,47,4.88
2265,1,0,3.0,4,1,4,1,3.0,90000,0.0,7,2,8,59.19,11,11.61
2266,0,0,1.0,1,1,1,0,2.0,30000,1.0,7,2,4,144.18,9,5.92
2267,1,1,1.0,1,0,1,1,2.0,30000,0.0,7,2,7,91.28,43,1.65
2268,1,1,1.0,1,0,1,1,2.0,30000,0.0,7,2,7,91.28,43,3.6
2269,0,1,4.0,1,1,2,1,1.0,30000,1.0,7,2,4,144.18,9,8.67
2270,1,1,4.0,3,1,3,0,2.0,50000,0.0,7,2,3,131.58,8,7.92
2271,1,1,4.0,3,1,3,0,2.0,50000,0.0,7,2,3,131.58,8,14.04
2272,1,1,4.0,3,1,3,0,2.0,50000,0.0,7,2,3,131.58,8,8.46
2273,1,0,3.0,0,1,3,1,2.0,110000,0.0,7,2,5,83.51,23,7.59
2274,1,1,2.0,3,1,3,1,2.0,130000,0.0,7,2,8,138.53,35,5.7
2275,0,1,1.0,1,2,3,1,2.0,70000,1.0,7,2,3,69.63,47,6.54
2276,1,1,2.0,0,0,1,0,2.0,10000,0.0,7,2,4,137.77,45,1.14
2277,1,1,2.0,0,0,1,0,2.0,10000,0.0,7,2,3,69.63,47,4.8
2278,0,0,1.0,3,0,3,1,2.0,50000,1.0,7,2,5,134.66,39,1.71
2279,0,1,2.0,1,1,2,1,4.0,30000,2.0,7,2,4,137.77,45,3.6
2280,0,0,3.0,1,3,1,0,2.0,30000,3.0,7,2,7,91.28,43,2.52
2281,1,0,2.0,1,1,3,1,4.0,130000,0.0,7,2,4,144.18,9,5.28
2282,1,0,2.0,1,1,3,1,4.0,130000,0.0,7,2,3,131.58,8,2.32
2283,1,0,3.0,0,0,1,1,1.0,10000,0.0,7,2,3,69.63,47,4.8
2284,1,1,1.0,1,1,1,0,1.0,30000,0.0,7,2,3,69.63,47,5.06
2285,1,0,2.0,2,1,4,0,2.0,30000,0.0,7,2,3,69.63,47,10.88
2286,1,0,2.0,2,1,4,0,2.0,30000,0.0,7,2,3,69.63,47,7.92
2287,0,1,3.0,2,1,0,1,3.0,30000,2.0,7,2,8,114.01,1,17.55
2288,1,0,3.0,0,1,1,0,4.0,30000,0.0,7,2,4,137.77,45,1.65
2289,0,0,0.0,0,0,1,1,1.0,10000,0.0,7,2,4,145.41,32,5.18
2290,1,1,4.0,3,3,3,0,2.0,50000,0.0,7,2,7,91.28,43,2.76
2291,1,1,4.0,3,3,3,0,2.0,50000,0.0,7,2,7,91.28,43,5.79
2292,1,1,0.0,3,1,3,1,2.0,50000,0.0,7,2,5,135.8,4,4.08
2293,1,1,0.0,3,1,3,1,2.0,50000,0.0,7,2,5,135.8,4,3.12
2294,1,1,0.0,3,1,3,1,2.0,50000,0.0,7,2,7,94.43,12,5.79
2295,0,0,1.0,0,0,2,1,0.0,10000,1.0,7,2,5,83.51,23,5.13
2296,0,0,1.0,0,0,2,1,0.0,10000,1.0,7,2,5,83.51,23,3.32
2297,0,1,2.0,0,0,1,0,1.0,10000,0.0,7,2,7,91.28,43,4.74
2298,1,1,1.0,1,1,2,0,3.0,30000,0.0,7,2,7,91.28,43,5.13
2299,1,1,1.0,1,1,4,1,4.0,110000,0.0,7,2,0,66.78,45,6.84
2300,0,1,5.0,3,3,4,0,3.0,50000,4.0,7,2,4,137.77,45,13.44
2301,0,1,5.0,3,3,4,0,3.0,50000,4.0,7,2,4,137.77,45,2.4
2302,0,1,5.0,3,3,4,0,3.0,50000,4.0,7,2,4,137.77,45,13.8
2303,1,1,4.0,1,1,1,0,1.0,30000,0.0,7,2,5,83.51,23,10.08
2304,1,1,4.0,1,1,1,0,1.0,30000,0.0,7,2,3,69.63,47,3.96
2305,0,0,1.0,0,0,2,1,0.0,10000,0.0,7,2,7,76.98,27,2.66
2306,0,0,1.0,0,0,2,1,0.0,10000,0.0,7,2,8,138.53,35,5.79
2307,0,0,1.0,0,0,2,1,0.0,10000,0.0,7,2,7,76.98,27,3.86
2308,0,1,4.0,3,3,3,1,3.0,70000,4.0,7,2,0,66.78,45,2.9
2309,0,1,4.0,1,1,2,1,3.0,50000,2.0,7,2,3,69.63,47,10.64
2310,0,0,2.0,3,2,3,0,3.0,30000,1.0,7,2,0,142.45,32,5.88
2311,1,1,0.0,1,1,3,1,1.0,70000,0.0,7,2,7,99.77,36,9.64
2312,1,1,0.0,1,1,3,1,1.0,70000,0.0,7,2,6,138.23,28,2.82
2313,1,1,0.0,1,1,3,1,1.0,70000,0.0,7,2,7,99.77,36,3.51
2314,1,1,0.0,1,1,3,1,1.0,70000,0.0,7,2,3,69.63,47,2.48
2315,0,0,2.0,2,1,0,1,2.0,30000,2.0,7,2,5,134.66,39,3.66
2316,0,1,5.0,1,1,1,1,3.0,30000,5.0,7,2,3,69.63,47,14.56
2317,0,1,1.0,0,0,1,1,0.0,10000,1.0,7,2,7,91.28,43,7.89
2318,1,0,3.0,2,1,3,0,3.0,30000,0.0,7,2,7,91.28,43,7.29
2319,0,0,1.0,3,1,3,1,3.0,50000,1.0,7,2,8,59.19,11,2.4
2320,0,0,1.0,3,1,3,1,3.0,50000,1.0,7,2,7,90.58,5,9.51
2321,1,1,3.0,0,0,1,0,1.0,10000,0.0,7,2,9,133.6,47,6.57
2322,0,1,1.0,1,2,2,1,2.0,30000,0.0,7,2,0,66.78,45,5.19
2323,0,0,2.0,0,3,2,1,1.0,10000,2.0,7,2,3,131.58,8,2.76
2324,1,0,2.0,0,0,1,0,0.0,10000,0.0,7,2,6,138.23,28,15.4
2325,0,1,4.0,0,0,1,1,1.0,10000,0.0,7,2,0,66.78,45,8.52
2326,0,0,4.0,1,2,1,1,3.0,50000,2.0,7,2,3,69.63,47,8.64
2327,0,0,2.0,2,1,0,1,4.0,30000,0.0,7,2,8,138.53,35,2.96
2328,0,0,2.0,2,1,0,1,4.0,30000,0.0,7,2,7,94.43,12,5.66
2329,0,0,2.0,2,1,0,1,4.0,30000,0.0,7,2,7,94.43,12,10.53
2330,0,1,1.0,3,1,4,1,2.0,70000,1.0,7,2,7,91.28,43,7.89
2331,0,1,1.0,3,1,4,1,2.0,70000,1.0,7,2,7,91.28,43,2.28
2332,1,0,4.0,1,1,3,1,1.0,70000,0.0,7,2,7,90.58,5,10.56
2333,1,0,4.0,1,1,3,1,1.0,70000,0.0,7,2,7,76.98,27,6.9
2334,1,0,4.0,1,1,3,1,1.0,70000,0.0,7,2,7,91.28,43,5.19
2335,0,0,2.0,1,1,2,1,3.0,30000,0.0,7,2,7,76.98,27,8.84
2336,0,0,2.0,1,1,2,1,3.0,30000,0.0,7,2,7,76.98,27,10.36
2337,1,1,1.0,1,0,3,1,2.0,130000,0.0,7,2,7,91.28,43,9.08
2338,1,0,1.0,1,1,2,1,2.0,50000,0.0,7,2,0,66.78,45,5.31
2339,1,1,3.0,0,0,2,1,0.0,10000,0.0,7,2,10,80.0,38,5.92
2340,1,1,3.0,0,0,2,1,0.0,10000,0.0,7,2,0,66.78,45,5.22
2341,1,0,1.0,0,1,1,1,2.0,50000,0.0,7,2,5,134.66,39,5.82
2342,1,0,1.0,2,1,2,0,2.0,30000,0.0,7,2,4,137.77,45,5.88
2343,1,1,1.0,0,0,1,0,1.0,10000,0.0,7,2,5,83.51,23,1.86
2344,1,1,4.0,1,1,3,1,3.0,130000,0.0,7,2,3,69.63,47,2.96
2345,1,1,4.0,1,1,3,1,3.0,130000,0.0,7,2,5,135.8,4,6.96
2346,1,0,5.0,0,0,1,0,1.0,10000,0.0,7,2,0,66.78,45,11.48
2347,0,1,2.0,3,1,3,1,3.0,50000,0.0,7,2,7,91.28,43,11.4
2348,0,0,3.0,3,3,3,1,3.0,70000,3.0,7,2,0,142.45,32,10.0
2349,1,1,0.0,3,1,3,0,3.0,50000,0.0,7,2,8,138.53,35,4.35
2350,0,0,1.0,0,0,2,1,2.0,10000,1.0,7,2,4,137.77,45,8.61
2351,0,0,1.0,1,1,2,1,3.0,30000,0.0,7,2,7,91.28,43,4.29
2352,1,0,0.0,1,3,3,1,1.0,110000,0.0,7,2,0,66.78,45,8.68
2353,1,1,5.0,3,1,4,0,3.0,70000,0.0,7,2,7,91.28,43,4.11
2354,1,1,5.0,3,1,4,0,3.0,70000,0.0,7,2,7,91.28,43,10.74
2355,0,1,3.0,2,1,1,0,1.0,30000,1.0,7,2,5,83.51,23,10.53
2356,1,0,4.0,0,1,3,1,4.0,110000,0.0,7,2,5,135.8,4,6.69
2357,0,1,2.0,0,0,2,1,1.0,10000,0.0,7,2,8,138.53,35,6.51
2358,0,1,2.0,0,0,2,1,1.0,10000,0.0,7,2,8,138.53,35,2.86
2359,1,1,0.0,1,1,2,1,3.0,30000,0.0,7,2,0,66.78,45,7.72
2360,1,1,0.0,1,1,2,1,3.0,30000,0.0,7,2,0,66.78,45,5.4
2361,1,0,3.0,2,1,0,0,2.0,50000,0.0,7,2,4,137.77,45,10.4
2362,0,1,3.0,1,3,1,0,2.0,30000,3.0,7,2,3,69.63,47,11.72
2363,0,1,3.0,1,3,1,0,2.0,30000,3.0,7,2,6,138.23,28,8.79
2364,0,1,3.0,0,3,1,1,1.0,30000,2.0,7,2,8,59.19,11,10.32
2365,0,1,2.0,1,0,1,1,2.0,30000,2.0,7,2,6,138.23,28,4.82
2366,0,1,2.0,1,0,1,1,2.0,30000,2.0,7,2,0,66.78,45,8.49
2367,0,1,1.0,1,0,1,1,2.0,10000,1.0,7,2,5,134.66,39,5.58
2368,0,1,3.0,3,1,3,1,2.0,50000,2.0,7,2,0,142.45,32,4.36
2369,1,0,3.0,0,0,1,0,1.0,10000,0.0,7,2,3,69.63,47,5.44
2370,1,0,3.0,0,0,1,0,1.0,10000,0.0,7,2,3,69.63,47,1.65
2371,1,0,3.0,0,0,1,0,1.0,10000,0.0,7,2,3,69.63,47,3.93
2372,1,1,3.0,2,2,3,0,3.0,30000,0.0,7,2,4,145.41,32,11.32
2373,1,1,3.0,2,2,3,0,3.0,30000,0.0,7,2,6,138.23,28,10.92
2374,1,0,5.0,3,1,3,0,3.0,70000,0.0,7,2,7,76.98,27,7.89
2375,1,0,5.0,3,1,3,0,3.0,70000,0.0,7,2,3,131.58,8,13.6
2376,0,1,1.0,0,0,1,1,0.0,10000,1.0,7,2,3,69.63,47,7.23
2377,1,1,1.0,1,1,1,0,4.0,30000,0.0,7,2,3,69.63,47,2.79
2378,0,1,0.0,3,1,4,1,1.0,50000,0.0,7,2,7,91.28,43,4.35
2379,1,0,2.0,3,1,3,1,2.0,50000,0.0,7,2,9,133.6,47,2.96
2380,1,1,5.0,0,0,2,0,1.0,30000,0.0,7,2,5,83.51,23,5.44
2381,1,1,2.0,0,1,1,0,3.0,30000,0.0,7,2,8,138.53,35,9.51
2382,1,1,2.0,0,1,1,0,3.0,30000,0.0,7,2,8,138.53,35,3.72
2383,1,0,5.0,3,1,3,0,3.0,50000,0.0,7,2,4,137.77,45,3.48
2384,1,0,5.0,3,1,3,0,3.0,50000,0.0,7,2,4,137.77,45,4.65
2385,1,1,3.0,0,0,1,1,1.0,10000,0.0,7,2,0,66.78,45,2.48
2386,0,0,3.0,0,0,2,1,0.0,10000,1.0,7,2,3,69.63,47,9.6
2387,0,0,5.0,1,2,3,0,4.0,90000,4.0,7,2,6,138.23,28,7.8
2388,0,0,1.0,0,1,4,0,2.0,90000,1.0,7,2,0,66.78,45,11.24
2389,1,1,0.0,0,0,2,1,2.0,10000,0.0,7,2,0,66.78,45,1.89
2390,1,1,3.0,1,1,2,1,3.0,30000,0.0,7,2,8,131.46,9,6.8
2391,1,0,1.0,0,0,2,0,1.0,10000,0.0,7,2,3,69.63,47,6.08
2392,1,1,4.0,3,1,3,1,4.0,50000,0.0,7,2,8,131.46,9,2.79
2393,1,1,4.0,3,1,3,1,4.0,50000,0.0,7,2,8,131.46,9,3.72
2394,0,0,3.0,3,1,3,1,4.0,50000,0.0,7,2,3,69.63,47,4.36
2395,0,0,4.0,3,1,3,0,4.0,70000,0.0,7,2,0,142.45,32,7.86
2396,0,0,4.0,3,1,3,0,4.0,70000,0.0,7,2,0,142.45,32,8.76
2397,1,1,2.0,0,0,1,1,0.0,10000,0.0,7,2,8,114.01,1,6.63
2398,0,1,0.0,0,0,2,1,0.0,10000,0.0,7,2,7,91.28,43,5.28
2399,0,0,4.0,1,1,3,0,2.0,90000,1.0,7,2,7,91.28,43,6.81
2400,0,0,4.0,1,1,3,0,2.0,90000,1.0,7,2,7,90.58,5,8.76
2401,1,0,2.0,2,1,3,1,2.0,50000,0.0,7,2,7,90.58,5,6.0
2402,1,1,1.0,3,1,4,0,3.0,70000,0.0,7,2,1,123.88,2,3.51
2403,1,0,1.0,0,0,3,0,3.0,70000,0.0,7,2,5,134.66,39,6.52
2404,1,0,5.0,0,0,1,1,1.0,10000,0.0,7,2,4,145.41,32,10.6
2405,0,0,1.0,0,0,2,0,1.0,10000,0.0,7,2,3,69.63,47,7.65
2406,0,0,1.0,0,0,2,0,1.0,10000,0.0,7,2,3,131.58,8,2.68
2407,0,0,0.0,4,1,4,1,4.0,70000,0.0,7,2,8,114.01,1,2.01
2408,0,1,4.0,1,1,1,1,4.0,30000,1.0,7,2,1,123.88,2,5.8
2409,0,0,4.0,3,1,3,1,3.0,50000,2.0,7,2,7,99.77,36,3.32
2410,1,0,2.0,3,1,3,1,2.0,50000,0.0,7,2,3,131.58,8,11.2
2411,1,0,2.0,3,1,3,1,2.0,50000,0.0,7,2,7,94.43,12,11.2
2412,0,1,3.0,0,3,2,1,2.0,50000,3.0,7,2,4,137.77,45,7.65
2413,0,0,4.0,4,1,3,1,2.0,70000,1.0,7,2,6,138.23,28,2.76
2414,0,0,4.0,4,1,3,1,2.0,70000,1.0,7,2,5,83.51,23,7.2
2415,1,1,4.0,2,1,4,0,2.0,30000,0.0,7,2,11,100.44,27,3.48
2416,1,1,1.0,0,0,2,1,0.0,10000,0.0,7,2,4,137.77,45,1.38
2417,1,0,1.0,1,1,2,0,1.0,50000,0.0,7,2,4,137.77,45,3.72
2418,0,0,1.0,1,2,3,1,4.0,90000,1.0,7,2,7,99.77,36,7.72
2419,0,1,2.0,1,1,4,1,2.0,130000,1.0,7,2,7,90.58,5,11.0
2420,1,0,2.0,1,2,4,1,2.0,70000,0.0,7,2,0,66.78,45,10.32
