,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,store_sqft,grocery_sqft,frozen_sqft,meat_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,cost,promotion_name,store_type,store_city,store_state,media_type
1710,6.69,2.4753,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1711,6.51,2.7993,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1712,8.49,3.4809,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1713,3.99,1.7157,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,73.05,47,0,9,2,5
1714,4.23,1.3959,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
1715,14.1,5.781,5.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,115.13,26,0,9,2,8
1716,4.54,1.6344,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1717,12.68,5.9596,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1718,7.23,3.0366,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
1719,5.19,1.9722,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,71.51,39,0,9,2,1
1720,8.49,3.0564,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,103.65,43,0,9,2,2
1721,15.44,6.7936,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,103.65,43,0,9,2,2
1722,5.13,1.7955,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,94.63,29,0,9,2,5
1723,5.98,2.5116,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,115.13,26,0,9,2,8
1724,5.79,2.3739,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,55.18,14,0,9,2,8
1725,10.74,3.759,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
1726,6.8,3.332,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,55.18,14,0,9,2,8
1727,8.92,2.7652,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,91.0,38,0,9,2,2
1728,17.55,8.775,5.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1729,2.28,0.7752,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,70.32,0,0,9,2,2
1730,14.04,4.914,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,70.32,0,0,9,2,2
1731,8.85,3.8055,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1732,4.65,1.395,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
1733,7.98,3.3516,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,122.47,41,0,9,2,6
1734,2.22,0.9768,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,122.47,41,0,9,2,6
1735,6.6,3.168,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,103.65,43,0,9,2,2
1736,9.48,4.1712,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1737,5.43,2.0091,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1738,2.19,0.8979,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
1739,5.52,2.5944,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1740,5.52,2.5944,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1741,10.92,5.2416,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,142.58,42,0,9,2,8
1742,5.52,1.7664,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
1743,11.58,4.5162,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
1744,7.32,2.4156,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1745,5.19,2.4912,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,139.37,33,0,9,2,9
1746,2.72,1.3056,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1747,8.76,3.8544,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
1748,2.43,0.729,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,142.58,42,0,9,2,8
1749,7.02,2.457,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1750,4.36,1.5696,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1751,4.65,2.232,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1752,8.79,3.3402,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,142.58,42,0,9,2,8
1753,2.28,0.9348,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,103.65,43,0,9,2,2
1754,5.66,2.3772,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,122.47,41,0,9,2,6
1755,6.63,2.4531,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,136.74,9,0,9,2,10
1756,5.28,2.112,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,122.47,41,0,9,2,6
1757,5.44,2.3936,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,103.65,43,0,9,2,2
1758,10.92,3.6036,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,103.65,43,0,9,2,2
1759,5.19,2.2317,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,91.0,38,0,9,2,2
1760,1.71,0.6669,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1761,11.28,4.3992,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1762,2.19,0.876,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,59.83,44,0,9,2,6
1763,9.96,4.0836,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,59.83,44,0,9,2,6
1764,7.24,2.3168,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
1765,5.88,2.94,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,115.13,26,0,9,2,8
1766,2.64,1.1616,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,115.13,26,0,9,2,8
1767,3.72,1.3392,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,59.83,44,0,9,2,6
1768,5.61,2.3562,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
1769,5.8,2.552,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
1770,6.96,3.132,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1771,9.64,4.4344,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1772,11.28,4.8504,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1773,18.2,8.008,5.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,71.51,39,0,9,2,1
1774,11.88,4.6332,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,55.18,14,0,9,2,8
1775,7.15,2.717,5.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,71.51,39,0,9,2,1
1776,3.6,1.152,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,115.13,26,0,9,2,8
1777,10.4,4.056,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1778,4.23,1.9458,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,94.63,29,0,9,2,5
1779,2.82,1.0152,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1780,11.28,5.3016,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1781,8.91,4.0986,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1782,4.86,1.8954,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,109.06,14,0,9,2,5
1783,5.6,2.632,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1784,4.34,1.8228,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,109.06,14,0,9,2,5
1785,13.6,5.168,5.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1786,6.84,2.9412,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,59.83,44,0,9,2,6
1787,6.2,2.294,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1788,7.76,3.8024,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,71.51,39,0,9,2,1
1789,2.85,1.0545,5.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,136.74,9,0,9,2,10
1790,4.35,2.0445,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,70.32,0,0,9,2,2
1791,6.63,3.1161,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,71.51,39,0,9,2,1
1792,3.93,1.5327,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1793,3.86,1.1966,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1794,4.29,1.6302,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1795,11.22,5.4978,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,55.18,14,0,9,2,8
1796,10.88,4.2432,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,136.74,9,0,9,2,10
1797,3.32,1.3612,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,136.74,9,0,9,2,10
1798,7.72,3.6284,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1799,13.04,6.3896,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,73.05,47,0,9,2,5
1800,11.2,5.488,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,94.63,29,0,9,2,5
1801,5.13,2.2059,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,73.05,47,0,9,2,5
1802,4.5,2.25,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,109.06,14,0,9,2,5
1803,9.51,2.9481,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,55.18,14,0,9,2,8
1804,10.52,3.7872,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,139.37,33,0,9,2,9
1805,11.58,4.9794,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
1806,5.58,2.6784,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,55.18,14,0,9,2,8
1807,10.26,3.4884,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,122.47,41,0,9,2,6
1808,7.48,2.3936,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,139.37,33,0,9,2,9
1809,7.83,3.6801,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,139.37,33,0,9,2,9
1810,13.08,5.7552,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,139.37,33,0,9,2,9
1811,5.13,2.565,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,109.06,14,0,9,2,5
1812,4.11,1.8084,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,142.58,42,0,9,2,8
1813,4.29,1.5015,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,142.58,42,0,9,2,8
1814,2.68,0.8576,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
1815,13.28,5.7104,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1816,5.62,2.1356,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1817,6.0,1.8,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,136.74,9,0,9,2,10
1818,2.28,1.026,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,109.06,14,0,9,2,5
1819,6.84,2.4624,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,109.06,14,0,9,2,5
1820,11.56,4.7396,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,122.47,41,0,9,2,6
1821,10.02,3.6072,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,59.83,44,0,9,2,6
1822,8.43,3.7092,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1823,4.23,1.6497,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,70.32,0,0,9,2,2
1824,7.95,3.1005,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
1825,5.19,1.7646,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,91.0,38,0,9,2,2
1826,8.4,2.856,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,91.0,38,0,9,2,2
1827,2.19,0.876,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,70.32,0,0,9,2,2
1828,4.11,1.4385,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1829,5.44,2.0672,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,59.83,44,0,9,2,6
1830,3.99,1.2768,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1831,10.36,4.3512,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,139.37,33,0,9,2,9
1832,5.82,2.6772,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1833,15.85,5.389,5.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1834,5.9,2.242,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,136.74,9,0,9,2,10
1835,7.23,3.0366,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,91.0,38,0,9,2,2
1836,5.79,2.316,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,70.32,0,0,9,2,2
1837,2.72,1.2784,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1838,4.56,1.7328,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
1839,6.57,3.0222,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1840,5.79,2.3739,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,73.05,47,0,9,2,5
1841,4.5,1.935,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1842,3.1,0.93,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,142.58,42,0,9,2,8
1843,8.52,3.4932,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1844,10.74,4.9404,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1845,4.35,1.827,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1846,5.44,1.632,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,55.18,14,0,9,2,8
1847,12.0,4.56,5.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,103.65,43,0,9,2,2
1848,2.34,0.819,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1849,3.6,1.692,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,136.74,9,0,9,2,10
1850,5.49,2.6901,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,122.47,41,0,9,2,6
1851,11.55,4.62,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,142.58,42,0,9,2,8
1852,3.99,1.6359,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1853,11.55,5.313,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,73.05,47,0,9,2,5
1854,4.38,1.7082,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,122.47,41,0,9,2,6
1855,4.71,2.3079,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1856,11.28,4.0608,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1857,9.51,3.4236,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,122.47,41,0,9,2,6
1858,7.83,3.0537,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,136.74,9,0,9,2,10
1859,2.43,1.0449,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1860,2.43,0.7533,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
1861,8.4,3.444,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1862,2.43,0.8991,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,71.51,39,0,9,2,1
1863,5.28,2.5872,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,59.83,44,0,9,2,6
1864,9.78,4.7922,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,59.83,44,0,9,2,6
1865,11.24,3.4844,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1866,6.84,2.1888,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1867,11.22,5.3856,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,115.13,26,0,9,2,8
1868,8.72,4.2728,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
1869,1.38,0.4554,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1870,11.22,4.0392,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1871,7.82,3.128,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1872,15.48,5.7276,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
1873,8.92,4.2816,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
1874,4.38,1.9272,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,94.63,29,0,9,2,5
1875,4.35,2.088,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,94.63,29,0,9,2,5
1876,7.77,3.2634,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1877,5.24,2.096,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,103.65,43,0,9,2,2
1878,5.32,1.8088,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
1879,7.84,3.6064,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1880,2.52,1.0836,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1881,5.66,2.1508,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,103.65,43,0,9,2,2
1882,4.56,1.5048,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1883,3.3,1.023,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1884,10.6,3.286,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1885,1.84,0.8096,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,55.18,14,0,9,2,8
1886,7.48,2.6928,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1887,15.4,5.39,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1888,7.76,3.7248,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,55.18,14,0,9,2,8
1889,5.36,2.1976,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,71.51,39,0,9,2,1
1890,9.51,3.9942,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1891,2.9,1.45,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
1892,5.22,1.827,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
1893,13.8,5.796,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1894,1.34,0.4154,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1895,11.28,5.4144,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1896,6.34,2.5994,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1897,2.34,0.819,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,139.37,33,0,9,2,9
1898,2.28,0.8436,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,59.83,44,0,9,2,6
1899,11.32,4.4148,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,142.58,42,0,9,2,8
1900,4.02,1.9296,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,142.58,42,0,9,2,8
1901,8.76,4.2048,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1902,5.8,1.972,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,109.06,14,0,9,2,5
1903,4.38,1.9272,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,139.37,33,0,9,2,9
1904,9.51,3.4236,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
1905,13.04,5.0856,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
1906,9.72,3.888,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
1907,7.76,2.5608,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
1908,9.08,2.9964,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
